Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Cemeteries Phase II - Lafayette #1 & 2 Cottages,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-15-2016,01-20-2016,01-27-2016,02-02-2016,02-02-2016,02-02-2016,02-02-2016,02-15-2016,02-15-2016,19241,$467
Annunciation Playground,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-27-2016,01-27-2016,01-27-2016,02-02-2016,02-22-2016,02-22-2016,02-22-2016,02-26-2016,02-26-2016,19271,"$25,000"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-15-2015,01-27-2016,01-27-2016,01-27-2016,01-27-2016,01-28-2016,01-28-2016,02-08-2016,02-08-2016,19315,"$3,179.89"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-15-2015,01-27-2016,01-27-2016,01-27-2016,01-27-2016,01-28-2016,01-28-2016,02-08-2016,02-08-2016,19316,"$2,203.63"
Property Management Capital Fund Requests,Schindler Elevator Corp.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-17-2015,01-27-2016,01-27-2016,01-27-2016,01-27-2016,01-28-2016,01-28-2016,02-08-2016,02-08-2016,19317,"$6,885.06"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-15-2015,01-27-2016,01-27-2016,01-27-2016,01-27-2016,01-28-2016,01-28-2016,02-08-2016,02-08-2016,19318,"$6,394.03"
New Orleans Coroner's Complex,"George Hero AIA Architects, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-22-2016,01-22-2016,01-25-2016,01-27-2016,01-27-2016,01-27-2016,01-27-2016,02-08-2016,02-08-2016,19223,"$1,439.85"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-25-2016,01-26-2016,03-18-2016,03-21-2016,03-21-2016,03-23-2016,03-23-2016,19224,"$12,869.79"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-25-2016,01-26-2016,01-28-2016,01-29-2016,01-29-2016,02-02-2016,02-02-2016,19225,"$56,060.84"
Municipal Auditorium Phase I B - Abatement,"Arc Abatement,  LTD",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,11-30-2015,01-21-2016,01-27-2016,03-07-2016,03-07-2016,03-07-2016,03-16-2016,03-16-2016,19199,"$42,234.36"
Rosenwald Center Phase II - Pool & Poolhouse,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-30-2015,01-18-2016,01-21-2016,01-22-2016,01-25-2016,01-25-2016,01-25-2016,02-04-2016,02-04-2016,19202,"$3,007.5"
Rosenwald Center Phase II - Pool & Poolhouse,Leaaf Environmental LLC,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-24-2015,01-18-2016,01-21-2016,01-22-2016,01-25-2016,01-25-2016,01-25-2016,02-04-2016,02-04-2016,19203,"$3,598.35"
New Orleans Mosquito and Termite Control Board Monthly Services,Dow AgroSciences LLC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-04-2016,01-04-2016,01-20-2016,01-19-2016,01-21-2016,01-26-2016,01-26-2016,02-08-2016,02-08-2016,19174,$284.64
NOPD First District Police Station - Hazard Mitigation,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-26-2015,01-14-2016,01-15-2016,01-15-2016,01-19-2016,01-19-2016,01-19-2016,01-21-2016,01-21-2016,19165,"$4,050.73"
Youth Study Center/New Orleans Juvenile Justice Complex FFE,"Smith's Detection, Inc.",Other,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-01-2015,10-01-2015,01-14-2016,01-14-2016,02-29-2016,03-01-2016,03-01-2016,03-15-2016,03-15-2016,19166,"$19,344.82"
Youth Study Center/New Orleans Juvenile Justice Complex FFE,"Smith's Detection, Inc.",Other,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-01-2015,10-01-2015,01-14-2016,01-14-2016,02-29-2016,03-01-2016,03-01-2016,03-15-2016,03-15-2016,19171,"$2,750"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-10-2015,01-14-2016,01-14-2016,01-14-2016,01-20-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19286,"$25,242.58"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-03-2015,12-03-2015,01-14-2016,01-14-2016,01-20-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19287,"$2,343.79"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-02-2015,01-14-2016,01-14-2016,01-14-2016,01-20-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19288,"$9,517.64"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-02-2015,12-02-2015,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19290,"$1,501.27"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-03-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19291,"$3,954.17"
Property Management Capital Fund Requests,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-02-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19292,"$3,739.27"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-08-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19293,"$9,350.88"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-08-2015,12-08-2015,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19294,"$2,104.75"
NOFD Roof Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-08-2015,12-08-2015,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19295,"$4,505.75"
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19296,$674.99
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19297,$128.76
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19298,"$1,670.04"
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19299,"$1,778.91"
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19300,$332.01
Property Management Capital Fund Requests,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19301,"$13,277.01"
NOFD Roof Repairs,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,01-14-2016,01-14-2016,01-14-2016,01-22-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19302,$311.81
Property Management Capital Fund Requests,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-04-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19303,"$1,402.43"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-08-2015,12-08-2015,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19309,"$10,591.12"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-08-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19310,"$16,500.92"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-08-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-21-2016,01-21-2016,02-02-2016,02-02-2016,19311,"$10,493.86"
Property Management Capital Fund Requests,Schindler Elevator Corp.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-19-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19312,"$17,907.48"
Property Management Capital Fund Requests,Schindler Elevator Corp.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19313,$714.22
Property Management Capital Fund Requests,Schindler Elevator Corp.,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-20-2015,01-14-2016,01-14-2016,01-14-2016,01-21-2016,01-22-2016,01-22-2016,02-02-2016,02-02-2016,19314,"$34,651.5"
Rosenwald Center Phase II - Pool & Poolhouse,CDW Services,General Contractor,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-13-2016,01-22-2016,02-29-2016,03-01-2016,03-01-2016,02-15-2016,02-15-2016,19148,"$119,064.26"
Treme Center Fixes,"Schrenk Endom Flanagan, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-13-2016,01-13-2016,01-13-2016,01-20-2016,01-21-2016,01-21-2016,01-21-2016,01-29-2016,01-29-2016,19194,$491.25
West Bank Soccer Complex (Brechtel Park),Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-12-2016,01-21-2016,01-21-2016,01-21-2016,01-21-2016,01-29-2016,01-29-2016,19135,$72.13
DPW Traffic Sign & Signal Shop Demolition,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-12-2016,01-15-2016,01-15-2016,01-15-2016,01-15-2016,01-21-2016,01-21-2016,19136,$207.99
DPW Multi-Purpose Site,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-12-2016,01-15-2016,01-15-2016,01-15-2016,01-15-2016,01-21-2016,01-21-2016,19137,"$1,645.72"
St. Bernard Center Renovations,Kevin J. Smith Construction,General Contractor,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-12-2016,01-20-2016,03-18-2016,03-21-2016,03-21-2016,02-08-2016,02-08-2016,19138,"$249,239.35"
Municipal Traffic Court - Interior Renovations,ARC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-06-2016,01-06-2016,01-12-2016,01-12-2016,01-14-2016,01-14-2016,01-14-2016,01-20-2016,01-20-2016,19160,$13.71
West Bank Soccer Complex (Brechtel Park),FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-31-2015,12-31-2015,01-11-2016,01-21-2016,01-21-2016,01-21-2016,01-21-2016,01-29-2016,01-29-2016,19133,"$3,699.22"
New Carpet in PM Areas,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,01-04-2016,01-04-2016,01-06-2016,01-07-2015,01-08-2016,01-08-2016,01-08-2016,12-30-2015,12-30-2015,19120,"$15,146.65"
Property Management Capital Fund Requests,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-22-2015,10-22-2015,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-14-2016,01-14-2016,19082,"$2,793.36"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-09-2015,11-09-2015,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-14-2016,01-14-2016,19083,"$1,425.88"
Property Management Capital Fund Requests,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-10-2015,11-10-2015,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-14-2016,01-14-2016,19084,"$8,116.9"
Property Management Capital Fund Requests,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-04-2015,11-04-2015,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-14-2016,01-14-2016,19085,"$1,394.19"
NOFD Roof Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-09-2015,11-09-2015,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-14-2016,01-14-2016,19086,"$14,476.5"
NOFD Roof Repairs,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-04-2015,11-04-2015,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-05-2016,01-14-2016,01-14-2016,19087,"$1,513.93"
Nora Navra Library,Manning Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2015,12-08-2015,01-04-2016,01-07-2016,01-07-2016,01-07-2016,01-07-2016,01-14-2016,01-14-2016,19104,"$10,410.35"
Nora Navra Library,Manning Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-29-2015,12-08-2015,01-04-2016,01-07-2016,01-07-2016,01-07-2016,01-07-2016,01-14-2016,01-14-2016,19105,$154.5
NOPD Third District Police Station,"Volume Zero, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-30-2015,12-30-2015,12-31-2015,12-31-2016,01-04-2016,01-04-2016,01-04-2016,01-14-2016,01-14-2016,19096,"$30,936.91"
New Orleans Museum of Art Storage Warehouse (Rendon St.),"Perez, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-21-2015,12-21-2015,12-28-2015,01-07-2016,01-07-2016,01-07-2016,01-07-2016,01-14-2016,01-14-2016,19060,"$4,440"
New Orleans Museum of Art Storage Warehouse (Rendon St.),Construction Masters,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-16-2015,12-16-2015,12-28-2015,01-07-2016,01-08-2016,01-11-2016,01-11-2016,01-12-2016,01-12-2016,19061,"$30,887.39"
New Orleans Museum of Art Storage Warehouse (Rendon St.),Construction Masters,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-16-2015,12-16-2015,12-28-2015,01-07-2016,01-11-2016,01-12-2016,01-12-2016,01-15-2016,01-15-2016,19062,"$6,333.61"
Rosenwald Center Phase II - Pool & Poolhouse,"WDG, LLC",Architect/Engineer,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-23-2015,12-23-2015,12-28-2015,01-11-2016,02-29-2016,02-29-2016,02-29-2016,03-08-2016,03-08-2016,19064,"$2,383.72"
Milne Boys Home Phase III - Gymnasium,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-28-2015,12-22-2015,12-28-2015,01-05-2016,01-07-2016,01-07-2016,01-07-2016,01-14-2016,01-14-2016,19065,$975
New Orleans Coroner's Complex FFE,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-01-2015,12-01-2015,12-28-2015,12-28-2015,02-05-2016,02-05-2016,02-05-2016,02-26-2016,02-26-2016,19175,$67.12
New Orleans Coroner's Complex FFE,"Contract Furniture Group, LLC",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-07-2015,12-07-2015,12-28-2015,12-28-2015,01-21-2016,01-21-2016,01-21-2016,01-25-2016,01-25-2016,19176,"$18,400"
New Orleans Coroner's Complex FFE,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-28-2015,11-28-2015,12-28-2015,12-28-2015,02-05-2016,02-05-2016,02-05-2016,02-26-2016,02-26-2016,19177,"$48,976.77"
New Orleans Coroner's Complex FFE,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-24-2015,11-24-2015,12-28-2015,12-28-2015,02-04-2016,02-04-2016,02-04-2016,02-26-2016,02-26-2016,19178,"$2,787.62"
New Orleans Coroner's Complex FFE,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-01-2015,12-01-2015,12-28-2015,12-28-2015,02-05-2016,02-05-2016,02-05-2016,02-26-2016,02-26-2016,19179,"$12,319.71"
New Orleans Coroner's Complex FFE,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-28-2015,11-28-2015,12-28-2015,12-28-2015,02-05-2016,02-05-2016,02-05-2016,02-26-2016,02-26-2016,19180,$360.36
New Orleans Coroner's Complex FFE,The HON Company,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-24-2015,11-24-2015,12-28-2015,12-28-2015,02-05-2016,02-05-2016,02-05-2016,02-26-2016,02-26-2016,19181,$68.34
New Orleans Coroner's Complex,"George Hero AIA Architects, LLC",Architect/Engineer,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-17-2015,12-17-2015,12-23-2015,12-23-2015,03-03-2016,03-04-2016,03-04-2016,03-15-2016,03-15-2016,19036,"$6,808.5"
Rosenwald Center Phase I - Gymnasium & Grounds,Leaaf Environmental LLC,Testing,no,City Only,08 State to Send to Hancock,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-22-2015,12-22-2015,12-23-2015,12-24-2015,03-04-2016,03-07-2016,03-07-2016,03-16-2016,03-16-2016,19038,"$14,281.37"
