Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Record ID#,Invoice Amount
Recovery Program - Florida Area/Florida Development,Stantec Consulting Services,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-30-2013,09-10-2013,09-18-2013,09-19-2013,10-01-2013,10-09-2013,10-09-2013,10-09-2013,12494,"$74,026.56"
Recovery Program - Lakewood - SWB,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-10-2013,09-12-2013,09-17-2013,09-17-2013,10-02-2013,10-10-2013,10-10-2013,10-10-2013,12453,"$6,612.82"
Recovery Program - Navarre - SWB,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-01-2013,09-12-2013,09-17-2013,09-17-2013,10-01-2013,10-08-2013,10-08-2013,10-10-2013,12454,"$4,439.11"
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-04-2013,09-16-2013,09-16-2013,09-20-2013,10-01-2013,10-16-2013,10-16-2013,10-22-2013,12439,"$145,159.83"
Recovery Program - Lower Ninth Ward Quadrant 1,Professional Service Industries,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2013,08-26-2013,09-12-2013,09-12-2013,09-30-2013,10-08-2013,10-08-2013,10-08-2013,11507,"$71,122"
Recovery Program - Pontchartrain Park,"Stanley Consultants, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2013,09-03-2013,09-11-2013,09-12-2013,09-27-2013,10-04-2013,10-04-2013,10-04-2013,12415,"$185,199.86"
Recovery Program - Iberville/ Tulane Gravier - SWB,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2013,09-02-2013,09-09-2013,09-09-2013,09-27-2013,10-04-2013,10-04-2013,10-04-2013,12295,"$3,104.3"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-23-2013,09-06-2013,09-09-2013,09-10-2013,09-26-2013,10-31-2013,10-31-2013,11-01-2013,12400,"$120,207.32"
Recovery Program - Filmore Quadrant 2,"Volkert, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-21-2013,08-27-2013,09-03-2013,09-06-2013,09-27-2013,10-04-2013,10-04-2013,10-04-2013,12294,"$26,848.19"
Recovery Program - Read Blvd East,Evans-Graves Engineering   Inc,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-17-2013,08-27-2013,08-30-2013,09-03-2013,09-19-2013,10-02-2013,10-02-2013,10-03-2013,12271,"$117,388.23"
Recovery Program - Gentilly Woods,Barowka & Bonura,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2013,08-27-2013,08-29-2013,08-30-2013,09-19-2013,10-02-2013,10-02-2013,10-03-2013,12260,"$6,301.32"
Recovery Program - Dillard,"Design Engineering, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2013,08-27-2013,08-29-2013,09-04-2013,09-27-2013,10-04-2013,10-04-2013,10-04-2013,12261,"$16,384.26"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2013,08-21-2013,08-26-2013,08-27-2013,09-06-2013,09-16-2013,09-16-2013,09-17-2013,12239,"$39,323.4"
Recovery Program - St. Anthony Quadrant 1,"Arcadis U.S., Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-15-2013,08-15-2013,08-23-2013,08-23-2013,09-10-2013,09-19-2013,09-19-2013,09-25-2013,12210,"$112,728.59"
Recovery Program - Plum Orchard,"APS Design & Testing, LLC",Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-20-2013,08-20-2013,08-23-2013,08-26-2013,10-28-2013,11-07-2013,11-07-2013,11-07-2013,12236,"$29,536"
Recovery Program - Iberville/ Tulane Gravier - SWB,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2013,08-08-2013,08-12-2013,08-13-2013,09-05-2013,09-16-2013,09-16-2013,09-17-2013,11781,"$5,518.77"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-26-2013,08-07-2013,08-12-2013,08-13-2013,09-09-2013,09-19-2013,09-19-2013,09-25-2013,12151,"$81,198.53"
Hurricane Isaac: DPW Emergency Protective Measures & Repairs,"All Star Electric, INC",General Contractor,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-25-2013,08-06-2013,08-08-2013,08-16-2013,01-14-2014,02-05-2014,02-05-2014,02-10-2014,12112,"$71,917.36"
Recovery Program - City Park,ECM Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-26-2001,07-30-2013,08-08-2013,08-09-2013,08-26-2013,09-04-2013,09-04-2013,09-05-2013,12121,"$4,385.08"
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2013,07-02-2013,08-01-2013,08-02-2013,08-23-2013,09-05-2013,09-05-2013,09-05-2013,11875,"$14,040.1"
Recovery Program - Florida Area/Florida Development,Stantec Consulting Services,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-28-2013,07-23-2013,07-31-2013,08-01-2013,08-06-2013,08-19-2013,08-19-2013,08-19-2013,12046,"$9,165.34"
Recovery Program - Marlyville-Fontainebleau,"Schrenk Endom Flanagan, LLC",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-15-2013,07-16-2013,07-26-2013,07-30-2013,08-28-2013,09-05-2013,09-05-2013,09-05-2013,11375,"$46,331.23"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Eustis Engineering,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-25-2013,07-23-2013,07-26-2013,07-29-2013,09-05-2013,09-16-2013,09-16-2013,09-17-2013,11438,$498.3
Recovery Program - Marlyville-Fontainebleau,"Schrenk Endom Flanagan, LLC",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-18-2013,07-18-2013,07-26-2013,07-30-2013,08-29-2013,09-16-2013,09-16-2013,09-17-2013,11995,"$83,396.23"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Eustis Engineering,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-27-2013,07-23-2013,07-26-2013,07-29-2013,09-05-2013,09-16-2013,09-16-2013,09-17-2013,11996,"$3,629.97"
Recovery Program - Freret - SWB,Kyle Associates LLC,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-02-2013,07-15-2013,07-19-2013,07-19-2013,08-05-2013,08-20-2013,08-20-2013,08-23-2013,11833,"$6,277.04"
Recovery Program - Dillard,"Design Engineering, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2013,07-17-2013,07-19-2013,07-22-2013,07-24-2013,08-09-2013,08-09-2013,08-09-2013,11874,"$3,640.95"
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-17-2013,07-18-2013,07-19-2013,07-23-2013,08-12-2013,08-20-2013,08-20-2013,08-23-2013,11959,"$62,211.35"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2013,07-15-2013,07-19-2013,07-22-2013,08-09-2013,08-27-2013,08-27-2013,08-27-2013,11961,"$18,991.02"
Recovery Program - Navarre - SWB,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2013,07-06-2013,07-17-2013,07-18-2013,08-07-2013,08-20-2013,08-20-2013,08-23-2013,11938,"$15,980.78"
Recovery Program - Lakewood - SWB,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-17-2013,07-17-2013,07-17-2013,07-18-2013,08-12-2013,08-20-2013,08-20-2013,08-22-2013,11940,"$12,529.54"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2013,07-03-2013,07-08-2013,07-17-2013,07-31-2013,08-12-2013,08-12-2013,08-12-2013,11844,"$81,559.63"
Recovery Program - Florida Area/Florida Development,Stantec Consulting Services,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,06-20-2013,07-03-2013,07-08-2013,08-06-2013,08-19-2013,08-19-2013,08-19-2013,11840,"$7,050"
Recovery Program - St. Anthony Quadrant 1,"Arcadis U.S., Inc.",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-07-2013,07-01-2013,07-02-2013,07-03-2013,07-24-2013,08-09-2013,08-09-2013,08-09-2013,11800,"$41,751.33"
Recovery Program - Mid-City,Infinity Engineering Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-18-2013,06-18-2013,07-02-2013,07-02-2013,07-17-2013,08-05-2013,08-05-2013,08-23-2013,11829,$312.67
Recovery Program - Lower Ninth Ward Quadrant 1,Professional Service Industries,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,06-24-2013,07-01-2013,07-01-2013,07-23-2013,08-12-2013,08-12-2013,08-12-2013,11505,"$109,294.25"
Recovery Program - Pines Village,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-10-2013,06-20-2013,06-25-2013,06-25-2013,07-16-2013,08-05-2013,08-05-2013,08-05-2013,11729,"$11,059.93"
Recovery Program - Venetian Isles,"ALL South Engineers, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,06-20-2013,06-25-2013,06-25-2013,07-24-2013,08-12-2013,08-12-2013,08-12-2013,11736,"$12,529.9"
Recovery Program - Read Blvd East,Southern Earth Sciences,Testing,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-04-2013,06-18-2013,06-21-2013,06-24-2013,07-16-2013,08-05-2013,08-05-2013,08-05-2013,10679,"$41,250"
Recovery Program - Mid-City,Infinity Engineering Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-18-2013,06-18-2013,06-20-2013,06-21-2013,07-15-2013,08-05-2013,08-05-2013,08-05-2013,11678,"$33,351.29"
Recovery Program - Pontchartrain Park,"Stanley Consultants, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-10-2013,06-17-2013,06-18-2013,06-18-2013,06-27-2013,07-11-2013,07-11-2013,07-18-2013,11608,"$79,371.36"
Recovery Program - City Park,ECM Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2013,06-03-2013,06-11-2013,06-11-2013,06-21-2013,09-04-2013,09-04-2013,09-09-2013,11465,"$1,185.15"
Recovery Program - St. Bernard - SWB,ECM Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2013,06-02-2013,06-11-2013,06-11-2013,07-09-2013,07-18-2013,07-18-2013,07-23-2013,11466,"$4,404.81"
Recovery Program - Navarre - SWB,Phoenix Global Engineering,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,06-04-2013,06-05-2013,06-05-2013,06-20-2013,07-11-2013,07-11-2013,07-18-2013,11467,"$3,551.28"
Recovery Program - Iberville/ Tulane Gravier - SWB,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,06-03-2013,05-30-2013,05-31-2013,07-11-2013,08-05-2013,08-05-2013,08-05-2013,11432,"$2,586.92"
Recovery Program - Plum Orchard,"Pinnacle Engineering, LLC",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,05-10-2013,05-17-2013,05-17-2013,06-19-2013,07-11-2013,07-11-2013,07-18-2013,11372,"$15,628.61"
Recovery Program - Dillard,"Design Engineering, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,04-30-2013,05-07-2013,05-13-2013,06-12-2013,07-11-2013,07-11-2013,07-18-2013,11257,"$8,495.54"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2013,04-14-2013,04-23-2013,04-23-2013,05-17-2013,06-10-2013,06-10-2013,06-10-2013,10742,"$5,697.31"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,04-22-2013,04-23-2013,04-23-2013,05-20-2013,06-10-2013,06-10-2013,06-10-2013,11154,"$9,495.51"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2013,04-14-2013,04-23-2013,04-23-2013,05-20-2013,06-10-2013,06-10-2013,06-10-2013,11155,$189.91
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,04-08-2013,04-08-2013,04-19-2013,04-30-2013,05-10-2013,05-10-2013,05-15-2013,11079,"$85,641.52"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-27-2013,02-18-2013,02-28-2013,03-04-2013,03-11-2013,04-02-2013,04-02-2013,04-03-2013,10761,"$4,548.6"
Recovery Program - Lower Ninth Ward Quadrant 3,Integrated Management Services,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-01-2013,02-01-2013,02-11-2013,02-22-2013,03-04-2013,03-22-2013,03-22-2013,03-26-2013,10670,"$22,956.48"
Recovery Program - Mid-City,Infinity Engineering Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-21-2012,01-24-2013,01-31-2013,02-07-2013,03-14-2013,04-02-2013,04-02-2013,04-03-2013,10498,"$5,940.7"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,01-10-2013,01-22-2013,01-24-2013,02-07-2013,02-28-2013,02-28-2013,02-28-2013,10453,"$3,608.29"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,01-17-2013,01-22-2013,01-25-2013,02-04-2013,02-20-2013,02-20-2013,02-21-2013,10454,"$16,735.72"
Recovery Program - St. Claude Quadrant 1,Julien Engineering & Consulting,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-27-2012,12-27-2012,12-28-2012,01-14-2013,01-16-2013,01-30-2013,01-30-2013,01-31-2013,10291,"$5,887.08"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-25-2012,12-14-2012,12-19-2012,01-09-2013,01-15-2013,01-30-2013,01-30-2013,01-31-2013,10293,"$6,696.91"
Recovery Program - Lower Ninth Ward Quadrant 2,Neel-Schaffer Associates,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-29-2012,11-26-2012,11-27-2012,11-30-2012,12-07-2012,12-07-2012,12-07-2012,12-11-2012,10057,"$10,045.36"
Recovery Program - Lower Ninth Ward Quadrant 1,Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-02-2012,11-19-2012,11-26-2012,11-27-2012,12-06-2012,12-19-2012,12-19-2012,12-19-2012,10013,"$5,299.34"
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2012,10-08-2012,10-16-2012,10-19-2012,10-26-2012,11-08-2012,11-08-2012,11-08-2012,9258,"$8,755.67"
Recovery Program - St. Claude Phase II Group 1,Julien Engineering & Consulting,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-06-2012,09-06-2012,09-17-2012,09-20-2012,10-12-2012,10-16-2012,10-16-2012,10-15-2012,9126,"$325,748.14"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2012,09-10-2012,09-10-2012,09-12-2012,09-20-2012,09-20-2012,09-20-2012,09-21-2012,9034,"$157,934.94"
Recovery Program - St. Claude Phase II Group 1,Julien Engineering & Consulting,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-08-2012,06-08-2012,06-27-2012,07-12-2012,07-26-2012,07-27-2012,07-27-2012,07-31-2012,8628,"$120,514.77"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2012,06-15-2012,06-18-2012,06-26-2012,07-10-2012,07-16-2012,07-16-2012,07-18-2012,8663,"$52,343.8"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2012,05-09-2012,05-22-2012,05-22-2012,06-01-2012,06-11-2012,06-11-2012,06-12-2012,8517,"$52,343.8"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2012,04-05-2012,04-18-2012,04-18-2012,05-07-2012,05-08-2012,05-08-2012,05-08-2012,8270,"$58,886.78"
Recovery Program - St. Claude Phase II Group 1,Julien Engineering & Consulting,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-11-2012,04-11-2012,04-13-2012,04-16-2012,05-07-2012,05-08-2012,05-08-2012,05-08-2012,8233,"$160,444.94"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-29-2012,03-01-2012,03-09-2012,03-12-2012,03-22-2012,03-23-2012,03-23-2012,04-02-2012,5009,"$35,986.36"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-30-2011,01-24-2012,02-01-2012,02-17-2012,02-27-2012,02-27-2012,02-27-2012,02-28-2012,3097,"$188,291.82"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),Three Fold Consultants,Architect/Engineer,no,Express Pay,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2011,12-20-2011,01-10-2012,01-10-2012,01-23-2012,01-24-2012,01-24-2012,01-25-2012,2768,"$154,535.55"
