Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Recovery Program - St. Roch - SWB,"N-Y Associates, Inc.",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,06-17-2013,06-17-2013,06-18-2013,06-21-2013,07-01-2013,07-01-2013,07-16-2013,08-23-2013,08-26-2013,11122,"$193,819.88"
Recovery Program - Bywater/Marigny,"IMDC, Inc.",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-23-2013,05-23-2013,06-12-2013,06-20-2013,07-11-2013,07-15-2013,07-15-2013,07-24-2013,08-02-2013,08-05-2013,11535,"$142,163.37"
Recovery Program - Touro,Waggoner Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,06-10-2013,06-11-2013,06-11-2013,08-16-2013,08-16-2013,08-16-2013,08-21-2013,09-02-2013,09-05-2013,11450,"$14,226.75"
Recovery Program - Lakeview - Vicksburg St. Demonstration,"PSI, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2012,06-11-2013,06-11-2013,06-12-2013,07-03-2013,07-09-2013,07-09-2013,07-17-2013,07-26-2013,07-29-2013,11532,"$1,304.2"
Recovery Program - Lakeview - Vicksburg St. Demonstration,"PSI, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,06-11-2013,06-11-2013,06-12-2013,07-08-2013,07-09-2013,07-09-2013,07-17-2013,07-26-2013,07-30-2013,11533,$428.3
Recovery Program - Lower Garden District/CBD - SWB,"PSI, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2012,06-11-2013,06-11-2013,06-12-2013,07-11-2013,07-15-2013,07-15-2013,07-24-2013,08-02-2013,08-05-2013,11534,"$1,016.7"
Recovery Program - Lake Terrace & Oaks - SWB,Mott MacDonald LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,06-07-2013,06-10-2013,06-10-2013,06-20-2013,06-26-2013,06-26-2013,07-02-2013,08-03-2013,08-05-2013,11519,"$52,458.5"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,06-04-2013,06-05-2013,06-07-2013,06-21-2013,07-01-2013,07-01-2013,07-16-2013,07-19-2013,07-26-2013,11209,"$149,036.38"
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2013,06-04-2013,06-05-2013,06-06-2013,06-20-2013,06-21-2013,06-21-2013,07-02-2013,07-12-2013,07-15-2013,11469,"$75,906.67"
Recovery Program - Read Blvd East,Evans-Graves Engineering   Inc,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-24-2012,05-29-2013,06-03-2013,06-03-2013,06-19-2013,07-03-2013,07-03-2013,07-16-2013,10-11-2013,10-15-2013,11295,"$10,912.81"
Recovery Program - Navarre - SWB,Phoenix Global Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,05-30-2013,05-31-2013,05-31-2013,06-10-2013,06-20-2013,06-20-2013,07-02-2013,07-12-2013,07-15-2013,11183,"$59,220"
Recovery Program - Pines Village,"ALL South Engineers, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-01-2013,05-01-2013,05-31-2013,05-31-2013,06-10-2013,06-20-2013,06-20-2013,07-02-2013,07-19-2013,07-26-2013,11415,"$233,887.5"
Recovery Program - Mid-City,Infinity Engineering Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-29-2013,05-29-2013,05-31-2013,05-31-2013,06-19-2013,07-01-2013,07-01-2013,07-16-2013,07-19-2013,07-26-2013,11442,"$414,585"
Recovery Program - Florida Area/Florida Development,Stantec Consulting Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-03-2013,05-20-2013,05-28-2013,06-05-2013,06-20-2013,06-26-2013,06-26-2013,07-02-2013,08-30-2013,09-05-2013,11421,"$7,285.16"
Recovery Program - Lower Ninth Ward Quadrant 3,Integrated Management Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,05-20-2013,05-21-2013,05-22-2013,06-17-2013,06-20-2013,06-20-2013,07-02-2013,08-30-2013,09-05-2013,11388,"$17,500"
Recovery Program - Touro,Waggoner Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,04-23-2013,05-17-2013,05-20-2013,08-16-2013,08-16-2013,08-16-2013,08-21-2013,09-03-2013,09-05-2013,11376,"$50,463"
Recovery Program - Lower Ninth Ward Phase II (Deslonde and Flood),"Burk-Kleinpeter, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,04-30-2013,05-16-2013,06-12-2013,06-19-2013,07-01-2013,07-01-2013,07-16-2013,08-02-2013,08-05-2013,11361,"$16,507.9"
Recovery Program - Milneburg - SWB,Hatch Mott MacDonald LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,05-06-2013,05-14-2013,05-24-2013,07-03-2013,07-03-2013,07-03-2013,07-16-2013,07-19-2013,07-26-2013,11337,"$1,510.92"
Recovery Program - Lower Ninth Ward Quadrant 1,"Burk-Kleinpeter, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,05-08-2013,05-13-2013,05-14-2013,06-17-2013,06-20-2013,06-20-2013,07-02-2013,07-12-2013,07-15-2013,11170,"$25,253.16"
Recovery Program - Lake Terrace & Oaks - SWB,Mott MacDonald LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,05-06-2013,05-10-2013,05-13-2013,06-19-2013,06-20-2013,06-20-2013,07-02-2013,08-09-2013,08-12-2013,11287,"$14,922"
Recovery Program - Plum Orchard,"Pinnacle Engineering, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,04-30-2013,05-07-2013,05-07-2013,06-10-2013,06-20-2013,06-20-2013,07-02-2013,07-26-2013,07-30-2013,11215,"$257,602.5"
Recovery Program - Touro,Waggoner Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2013,04-12-2013,05-06-2013,05-06-2013,08-16-2013,08-16-2013,08-16-2013,08-21-2013,09-03-2013,09-05-2013,10861,"$98,270"
Recovery Program - Pontchartrain Park,"Stanley Consultants, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2013,04-30-2013,05-02-2013,05-02-2013,05-30-2013,06-06-2013,06-06-2013,06-17-2013,06-19-2013,06-28-2013,10784,"$91,664.64"
Recovery Program - Pontchartrain Park,"Stanley Consultants, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,04-30-2013,05-02-2013,05-02-2013,05-30-2013,06-06-2013,06-06-2013,06-17-2013,08-16-2013,08-19-2013,11221,"$8,035.91"
Recovery Program - Filmore Quadrant 1,Professional Engineering Consultants Corp.,Supervision,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,05-01-2013,05-01-2013,05-07-2013,05-28-2013,05-29-2013,05-29-2013,06-11-2013,06-19-2013,06-28-2013,11203,"$129,420"
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-22-2013,04-25-2013,04-26-2013,04-26-2013,05-23-2013,05-24-2013,05-24-2013,06-11-2013,09-13-2013,09-16-2013,10745,"$77,409.75"
Recovery Program - Broadmoor,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-02-2013,04-16-2013,04-22-2013,04-22-2013,05-31-2013,06-06-2013,06-06-2013,06-17-2013,08-16-2013,08-19-2013,10648,"$73,889.19"
Recovery Program - Lakewood - SWB,Phoenix Global Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2013,04-16-2013,04-16-2013,04-17-2013,05-02-2013,05-16-2013,05-16-2013,05-23-2013,05-30-2013,06-04-2013,11124,"$31,696.84"
Recovery Program - Lakewood - SWB,Phoenix Global Engineering,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2013,04-05-2013,04-16-2013,04-17-2013,05-02-2013,05-16-2013,05-16-2013,05-23-2013,05-30-2013,06-04-2013,11125,"$3,855.86"
Recovery Program - St. Claude Quadrant 2,Rahman & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,04-08-2013,04-11-2013,04-12-2013,04-18-2013,04-23-2013,04-23-2013,04-29-2013,05-09-2013,05-13-2013,11103,"$38,755.32"
Municipal Yacht Harbor Fishing Pier and Public Restrooms + Site Improvements,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2013,04-05-2013,04-09-2013,04-25-2013,04-25-2013,04-25-2013,04-25-2013,05-01-2013,05-10-2013,05-13-2013,11087,"$4,406.09"
Recovery Program - Lakeview Quadrant 1,"APS Design & Testing, LLC",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-28-2013,04-02-2013,04-03-2013,04-08-2013,04-11-2013,04-11-2013,04-11-2013,04-12-2013,04-18-2013,04-22-2013,11019,"$47,790"
Recovery Program - Milneburg - SWB,Hatch Mott MacDonald LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2013,03-08-2013,03-08-2013,03-11-2013,03-25-2013,03-26-2013,03-28-2013,04-02-2013,04-12-2013,04-17-2013,10832,"$4,601.83"
Recovery Program - Lakeview Quadrant 2,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2013,02-20-2013,02-22-2013,03-01-2013,03-08-2013,05-21-2013,05-21-2013,05-23-2013,05-30-2013,06-04-2013,10706,"$30,439.22"
Recovery Program - Holy Cross - Part 1,Integrated Management Services,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-01-2013,02-15-2013,02-19-2013,02-22-2013,02-28-2013,03-05-2013,03-05-2013,03-08-2013,03-15-2013,03-18-2013,10667,$922.82
Recovery Program - Lakeview Quadrant 1,"APS Design & Testing, LLC",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,01-31-2013,02-04-2013,02-08-2013,02-27-2013,04-02-2013,04-02-2013,04-03-2013,04-12-2013,04-17-2013,10558,"$46,410"
Recovery Program - Lakeshore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,01-28-2013,01-31-2013,02-04-2013,03-06-2013,03-08-2013,03-08-2013,03-19-2013,03-29-2013,04-05-2013,10497,"$4,377.83"
Recovery Program - Read Blvd East,Evans-Graves Engineering   Inc,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-24-2012,01-28-2013,01-29-2013,01-31-2013,02-14-2013,03-04-2013,03-04-2013,03-08-2013,03-22-2013,03-25-2013,10302,"$207,343.33"
Recovery Program - Milneburg - SWB,Hatch Mott MacDonald LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,01-25-2013,01-28-2013,01-30-2013,01-31-2013,02-04-2013,02-04-2013,02-07-2013,02-15-2013,02-19-2013,10328,"$1,389.23"
Recovery Program - Venetian Isles,"ALL South Engineers, Inc",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2012,01-17-2013,01-28-2013,01-31-2013,02-25-2013,02-27-2013,02-27-2013,03-04-2013,03-08-2013,03-11-2013,10353,"$58,298.8"
Recovery Program - Lakeview - Vicksburg St. Demonstration,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2012,01-22-2013,01-22-2013,01-25-2013,04-05-2013,04-10-2013,04-10-2013,04-12-2013,04-25-2013,05-01-2013,10450,"$316,875.31"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-23-2012,12-07-2012,12-11-2012,12-20-2012,01-10-2013,01-11-2013,01-11-2013,01-15-2013,01-18-2013,01-23-2013,10165,"$113,747.75"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2012,11-27-2012,11-27-2012,10-03-2012,12-05-2012,12-06-2012,12-06-2012,12-12-2012,12-18-2012,12-26-2012,8944,"$183,659.63"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-26-2012,10-26-2012,11-12-2012,11-13-2012,11-14-2012,11-14-2012,11-15-2012,11-16-2012,11-28-2012,12-04-2012,9894,"$213,227.84"
Recovery Program - St. Claude (Pavement Only),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2012,11-01-2012,11-12-2012,11-19-2012,11-26-2012,11-27-2012,11-27-2012,11-28-2012,12-10-2012,12-11-2012,9912,"$326,985.21"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-24-2012,08-24-2012,10-22-2012,10-30-2012,11-05-2012,11-06-2012,11-06-2012,11-08-2012,11-16-2012,11-21-2012,9348,"$134,629.61"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-24-2012,08-24-2012,09-30-2012,10-03-2012,10-15-2012,10-24-2012,10-24-2012,10-26-2012,11-02-2012,11-05-2012,9181,"$169,264.11"
Recovery Program - St. Claude (Pavement Only),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-24-2012,08-24-2012,09-28-2012,10-11-2012,10-16-2012,10-23-2012,10-23-2012,10-26-2012,11-02-2012,11-05-2012,9173,"$496,406.35"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,07-27-2012,09-10-2012,09-10-2012,09-11-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7073,"$23,473.55"
Patching Repairs - City Park,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,07-27-2012,09-10-2012,09-10-2012,09-11-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7076,"$20,281.22"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,07-27-2012,09-10-2012,09-10-2012,09-11-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7079,"$7,853.76"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,07-27-2012,09-10-2012,09-10-2012,09-11-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7083,"$18,476.75"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2011,07-27-2012,09-10-2012,09-10-2012,09-11-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7088,"$5,909.48"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,07-27-2012,09-07-2012,09-10-2012,09-10-2012,09-12-2012,09-12-2012,09-13-2012,09-20-2012,09-20-2012,7061,"$34,272.82"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,07-27-2012,09-07-2012,09-10-2012,09-10-2012,09-12-2012,09-12-2012,09-13-2012,09-20-2012,09-20-2012,7065,"$11,030.6"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2011,07-27-2012,09-07-2012,09-10-2012,09-10-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7070,"$14,953.46"
Patching Repairs - City Park,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,07-27-2012,09-05-2012,09-05-2012,09-10-2012,09-12-2012,09-12-2012,09-13-2012,09-20-2012,09-20-2012,7045,"$7,838.5"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,07-27-2012,09-05-2012,09-05-2012,09-10-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7051,"$7,217.87"
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,07-27-2012,09-05-2012,09-05-2012,09-10-2012,09-12-2012,09-12-2012,09-13-2012,09-20-2012,09-20-2012,7056,"$18,561.71"
Recovery Program - Lower Ninth Ward (Pavement Only - Quad 1),HNTB Corporation,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-27-2012,07-27-2012,08-24-2012,10-01-2012,10-12-2012,10-24-2012,10-24-2012,10-26-2012,11-02-2012,11-05-2012,9059,"$190,935.49"
Patching Repairs - West Lake Forest,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,07-27-2012,08-22-2012,08-23-2012,09-05-2012,09-06-2012,09-06-2012,09-07-2012,09-13-2012,09-17-2012,7034,"$3,042.61"
Patching Repairs - Village De Lest/East Riverside/St. Thomas Development,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,07-27-2012,08-22-2012,08-23-2012,09-10-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7040,"$31,265.33"
Patching Repairs - Read Blvd West,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,07-27-2012,08-21-2012,08-22-2012,09-10-2012,09-12-2012,09-12-2012,09-14-2012,09-20-2012,09-20-2012,7014,"$4,268.77"
Patching Repairs - Little Woods,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,07-27-2012,08-21-2012,08-22-2012,09-05-2012,09-06-2012,09-06-2012,09-07-2012,09-13-2012,09-17-2012,7020,"$10,105.68"
Patching Repairs - Village De Lest/East Riverside/St. Thomas Development,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,07-27-2012,08-21-2012,08-22-2012,08-22-2012,09-06-2012,09-06-2012,09-07-2012,09-13-2012,09-17-2012,7026,"$20,743.48"
Patching Repairs - Pines Village,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,07-27-2012,08-16-2012,08-16-2012,08-17-2012,08-17-2012,08-17-2012,09-05-2012,09-07-2012,09-10-2012,6992,"$5,912.37"
Patching Repairs - Plum Orchard,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,07-27-2012,08-16-2012,08-16-2012,08-17-2012,08-17-2012,08-17-2012,09-05-2012,09-07-2012,09-10-2012,7001,"$12,348.92"
Patching Repairs - City Park,Pepper & Associates,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,07-27-2012,08-16-2012,08-16-2012,08-17-2012,09-04-2012,09-04-2012,09-05-2012,09-07-2012,09-10-2012,7007,"$2,961.87"
