Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
NOFD Engine Nos. 22 and 39,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-23-2014,06-23-2014,07-01-2014,07-08-2014,07-15-2014,07-17-2014,07-17-2014,07-21-2014,07-15-2014,07-28-2014,14835,"$4,573.16"
NOPD Mounted Division Horse Stables,"Battco Construction & Maintenance, Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2014,07-01-2014,07-01-2014,07-02-2014,07-11-2014,07-14-2014,07-14-2014,07-15-2014,07-21-2014,07-22-2014,14847,"$56,991.21"
Rosenwald Center Phase I - Gymnasium & Grounds,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-20-2014,06-25-2014,07-07-2014,07-14-2014,07-15-2014,07-15-2014,07-15-2014,07-21-2014,07-22-2014,14781,"$9,761.89"
Rosenwald Center Phase I - Gymnasium & Grounds,"Gibbs Construction, Co.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-25-2014,06-25-2014,06-25-2014,06-25-2014,07-08-2014,07-10-2014,07-10-2014,07-11-2014,07-21-2014,07-22-2014,14782,"$848,616.1"
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-23-2014,06-24-2014,06-26-2014,07-09-2014,07-14-2014,07-14-2014,07-15-2014,07-21-2014,07-22-2014,14761,"$134,661.06"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-16-2014,06-24-2014,06-26-2014,07-10-2014,07-14-2014,07-14-2014,07-15-2014,07-21-2014,07-22-2014,14767,"$17,478.27"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-13-2014,06-24-2014,06-26-2014,07-10-2014,07-14-2014,07-14-2014,07-15-2014,07-21-2014,07-22-2014,14970,"$142,977.14"
New Orleans Juvenile Justice Center (Youth Study Center),The McDonnel Group,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-19-2014,06-23-2014,06-30-2014,07-21-2014,07-22-2014,07-22-2014,07-23-2014,07-21-2014,08-04-2014,14748,"$1,509,370.92"
"Joe W. Brown Park Lighting, Ball Fields, Shelters",ECM Consultants,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-17-2014,06-18-2014,06-23-2014,06-27-2014,07-10-2014,07-14-2014,07-14-2014,07-15-2014,07-21-2014,07-22-2014,14750,"$6,421.24"
Carrollton Hollygrove Senior Center,In-Site Developments LLC,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-04-2014,04-04-2014,06-19-2014,06-19-2014,06-27-2014,07-02-2014,07-02-2014,07-02-2014,07-14-2014,06-27-2014,14730,"$5,110.8"
Carrollton Hollygrove Senior Center,Wharton-Smith,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-19-2014,06-19-2014,06-25-2014,07-07-2014,07-10-2014,07-10-2014,07-11-2014,07-21-2014,07-22-2014,14731,"$195,452.29"
NOFD Engine Nos. 22 and 39,"Kemper Construction Company, Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-06-2014,06-06-2014,06-18-2014,06-18-2014,07-03-2014,07-09-2014,07-09-2014,07-09-2014,07-21-2014,07-22-2014,14721,"$271,595.5"
NOFD Engine Nos. 22 and 39,Southern Earth Sciences,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,05-31-2014,06-17-2014,06-18-2014,06-23-2014,06-25-2014,06-25-2014,06-26-2014,06-23-2014,07-08-2014,14694,$300
Parks & Parkways Phase III - Multiple Buildings,CDW Services,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-13-2014,06-16-2014,06-18-2014,06-26-2014,07-01-2014,07-01-2014,07-02-2014,07-14-2014,06-26-2014,14660,"$293,074.78"
New Orleans Juvenile Justice Center (Youth Study Center),Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-10-2014,06-12-2014,06-12-2014,06-13-2014,06-18-2014,06-18-2014,06-19-2014,06-13-2014,06-30-2014,14644,"$26,071.26"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-09-2014,06-11-2014,06-11-2014,06-17-2014,06-25-2014,06-25-2014,06-26-2014,07-08-2014,06-17-2014,14638,"$83,039.5"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,06-05-2014,06-11-2014,06-11-2014,06-18-2014,06-25-2014,06-25-2014,06-26-2014,07-08-2014,06-18-2014,14654,"$107,378.5"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,06-09-2014,06-10-2014,06-25-2014,07-02-2014,07-10-2014,07-10-2014,07-11-2014,07-17-2014,07-22-2014,14575,"$5,465.58"
Sanchez (Copelin-Byrd) Center,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,06 A Department to Deliver to D-CDBG Fiscal,Fully Paid,05-30-2014,06-09-2014,06-10-2014,06-10-2014,06-20-2014,06-25-2014,06-25-2014,06-26-2014,07-07-2014,07-08-2014,14578,"$1,510,336.03"
New Orleans Coroner's Complex,Professional Service Industries,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-30-2014,05-31-2014,06-09-2014,06-16-2014,06-18-2014,06-25-2014,06-25-2014,06-26-2014,06-19-2014,07-08-2014,14574,"$2,045"
New Orleans Juvenile Justice Center (Youth Study Center),"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,04 D-CDBG Project Manager to Approve,Fully Paid,06-03-2014,06-03-2014,06-04-2014,06-09-2014,09-15-2014,09-16-2014,09-16-2014,09-16-2014,09-15-2014,09-23-2014,14539,"$24,628.44"
Rosenwald Center Phase I - Gymnasium & Grounds,"Gibbs Construction, Co.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-25-2014,06-04-2014,06-04-2014,06-10-2014,06-17-2014,06-26-2014,06-26-2014,06-26-2014,07-08-2014,06-25-2014,14553,"$677,164.61"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Icon Construction Group LLC,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,06 A Department to Deliver to D-CDBG Fiscal,Fully Paid,05-31-2014,06-04-2014,06-04-2014,07-01-2014,07-15-2014,07-18-2014,07-18-2014,07-21-2014,07-15-2014,07-28-2014,14554,"$15,887.82"
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Icon Construction Group LLC,General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,10 Paid,Fully Paid,05-31-2014,06-04-2014,06-04-2014,07-01-2014,07-15-2014,08-21-2014,08-21-2014,08-22-2014,08-29-2014,09-03-2014,14998,"$93,599.87"
NOPD Mounted Division Horse Stables,"Battco Construction & Maintenance, Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2014,05-30-2014,06-03-2014,06-09-2014,07-01-2014,07-02-2014,07-02-2014,07-02-2014,07-14-2014,05-20-2014,14527,"$32,694.25"
NOFD Engine 31 Alba Rd.,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-26-2014,05-28-2014,06-04-2014,06-10-2014,06-10-2014,06-10-2014,06-11-2014,06-10-2014,06-25-2014,14489,$759.43
PDU Software & Business Applications,Intuit,Other,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-20-2014,05-20-2014,05-27-2014,06-30-2014,07-01-2014,07-02-2014,07-02-2014,07-02-2014,07-11-2014,07-14-2014,14663,"$20,700"
Sanchez (Copelin-Byrd) Center,"Gibbs Construction, Co.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,06 A Department to Deliver to D-CDBG Fiscal,Fully Paid,04-30-2014,05-01-2014,05-23-2014,05-23-2014,06-20-2014,06-25-2014,06-25-2014,06-26-2014,07-07-2014,07-08-2014,14469,"$786,010.37"
NOFD Engine Nos. 22 and 39,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-12-2014,05-12-2014,05-23-2014,05-27-2014,05-29-2014,06-05-2014,06-05-2014,06-09-2014,05-29-2014,06-16-2014,14474,"$1,318.98"
NOFD Engine Nos. 22 and 39,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-12-2014,05-12-2014,05-23-2014,05-27-2014,05-29-2014,06-05-2014,06-05-2014,06-09-2014,05-29-2014,06-16-2014,14475,"$4,001.52"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-08-2014,05-23-2014,05-23-2014,05-30-2014,06-05-2014,06-05-2014,06-09-2014,06-02-2014,06-16-2014,14508,"$312,747.55"
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-19-2014,05-22-2014,05-27-2014,06-02-2014,06-05-2014,06-05-2014,06-09-2014,06-02-2014,06-16-2014,14463,"$237,546.1"
Municipal Auditorium Phase I A - Permanent Pump Replacement,Arc Mechanical,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-20-2014,05-21-2014,05-21-2014,05-27-2014,05-29-2014,06-05-2014,06-05-2014,06-09-2014,05-29-2014,06-16-2014,14420,"$193,116.23"
NOFD Engine Nos. 22 and 39,Southern Earth Sciences,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-19-2014,05-21-2014,05-23-2014,05-30-2014,05-30-2014,06-03-2014,05-23-2014,06-10-2014,14385,$310
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-16-2014,05-19-2014,05-21-2014,05-27-2014,06-05-2014,06-05-2014,06-09-2014,05-26-2014,06-24-2014,14392,"$92,537.91"
Rosenwald Center Demolition,Gordian Group,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-07-2014,05-07-2014,05-19-2014,05-21-2014,05-23-2014,05-30-2014,05-30-2014,06-09-2014,05-23-2014,06-16-2014,14398,"$2,084.95"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,05-05-2014,05-14-2014,05-14-2014,05-30-2014,06-05-2014,06-05-2014,06-09-2014,06-02-2014,06-16-2014,14506,"$312,116.94"
Municipal Yacht Harbor Boat House Repairs,Courseault Commercial Inc,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-12-2014,05-13-2014,05-15-2014,05-23-2014,05-30-2014,05-30-2014,06-03-2014,05-23-2014,06-10-2014,14336,"$20,835.12"
Parks & Parkways Phase III - Multiple Buildings,CDW Services,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-09-2014,05-13-2014,05-19-2014,05-23-2014,05-30-2014,05-30-2014,06-03-2014,05-23-2014,06-10-2014,14349,"$152,829.27"
New Orleans Juvenile Justice Center (Youth Study Center),The McDonnel Group,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-09-2014,05-12-2014,05-13-2014,05-20-2014,05-21-2014,05-21-2014,05-22-2014,05-20-2014,06-02-2014,14323,"$1,438,381.42"
Carrollton Hollygrove Senior Center,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-08-2014,05-12-2014,05-16-2014,05-22-2014,05-30-2014,05-30-2014,06-03-2014,05-22-2014,06-10-2014,14327,"$1,084.91"
New Orleans Juvenile Justice Center (Youth Study Center),Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-07-2014,05-12-2014,05-13-2014,05-19-2014,05-21-2014,05-21-2014,05-22-2014,05-19-2014,06-02-2014,14329,"$16,321.43"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-08-2014,05-09-2014,05-13-2014,05-22-2014,05-30-2014,05-30-2014,06-03-2014,05-22-2014,06-10-2014,14297,"$289,225.6"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-08-2014,05-09-2014,05-13-2014,05-20-2014,05-21-2014,05-21-2014,05-22-2014,05-20-2014,06-02-2014,14298,"$450,200.5"
New Orleans Coroner's Complex,Professional Service Industries,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-09-2014,05-13-2014,05-22-2014,05-30-2014,05-30-2014,06-03-2014,05-23-2014,06-10-2014,14299,$646
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,05-07-2014,05-08-2014,05-09-2014,05-19-2014,05-21-2014,05-21-2014,05-22-2014,05-19-2014,06-02-2014,14290,"$4,149.38"
NOFD Engine 31 Alba Rd.,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-29-2014,04-29-2014,05-08-2014,06-25-2014,07-03-2014,07-10-2014,07-10-2014,07-11-2014,07-21-2014,07-22-2014,14293,"$2,974.44"
NOFD Engine 31 Alba Rd.,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-29-2014,04-29-2014,05-08-2014,06-25-2014,07-03-2014,07-10-2014,07-10-2014,07-11-2014,07-21-2014,07-22-2014,14294,"$5,622.58"
NOFD Engine Nos. 22 and 39,"Kemper Construction Company, Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-01-2014,05-01-2014,05-07-2014,05-07-2014,05-19-2014,05-21-2014,05-21-2014,05-22-2014,05-19-2014,06-02-2014,14283,"$226,152.25"
NOPD Mounted Division Horse Stables,"Battco Construction & Maintenance, Inc.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-06-2014,05-06-2014,05-23-2014,05-30-2014,05-30-2014,06-03-2014,05-23-2014,06-10-2014,14281,"$190,209.48"
"Joseph Bartholomew Maintenance Warehouse, Pump House, & Fencing","W. L. Wyman Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,05-01-2014,05-02-2014,07-18-2014,07-28-2014,07-30-2014,07-30-2014,08-01-2014,08-07-2014,08-12-2014,14249,"$45,600"
Municipal Yacht Harbor Marina Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-01-2014,05-02-2014,05-05-2014,05-08-2014,05-08-2014,05-09-2014,05-05-2014,05-19-2014,14239,"$255,928.16"
Municipal Yacht Harbor Boat House Repairs,Sizeler Thompson Brown Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-30-2014,04-30-2014,05-01-2014,05-02-2014,05-05-2014,05-08-2014,05-08-2014,05-09-2014,05-05-2014,05-19-2014,18559,"-$58,704.67"
PDU Software & Business Applications,Oracle Corporation,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-18-2014,04-18-2014,04-30-2014,07-23-2014,08-05-2014,08-08-2014,08-08-2014,08-11-2014,08-18-2014,08-19-2014,15073,$653.99
NOFD Engine 31 Alba Rd.,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-24-2014,04-24-2014,04-29-2014,05-08-2014,05-12-2014,05-13-2014,05-13-2014,05-15-2014,05-12-2014,05-27-2014,14214,$703.12
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,04-28-2014,04-29-2014,05-08-2014,06-09-2014,06-10-2014,06-10-2014,06-11-2014,06-09-2014,06-25-2014,14225,"$215,667.74"
NOFD Engine Nos. 22 and 39,Trapolin-Peer Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-18-2014,04-18-2014,04-29-2014,05-01-2014,05-05-2014,05-13-2014,05-13-2014,05-15-2014,05-05-2014,05-27-2014,14226,$942.12
NOFD Engine 26 S. Jefferson Davis Pkwy.,"Chenevert Architects, LLC",Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,03-31-2014,04-24-2014,04-28-2014,04-30-2014,05-01-2014,05-01-2014,05-01-2014,04-30-2014,05-12-2014,14188,"$2,479.87"
Municipal Yacht Harbor Boat House Repairs,Courseault Commercial Inc,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,04-21-2014,04-23-2014,04-25-2014,04-25-2014,05-01-2014,05-01-2014,05-01-2014,04-25-2014,05-12-2014,14181,"$34,200"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,04-22-2014,04-22-2014,04-24-2014,04-30-2014,05-13-2014,05-13-2014,05-15-2014,04-30-2014,05-27-2014,14174,"$252,957.33"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,04-22-2014,04-22-2014,04-24-2014,04-30-2014,05-13-2014,05-13-2014,05-15-2014,04-30-2014,05-27-2014,14227,"$57,872.38"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-28-2014,04-07-2014,04-22-2014,04-22-2014,05-30-2014,06-05-2014,06-05-2014,06-09-2014,06-10-2014,06-11-2014,14504,"$278,220.8"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-21-2012,04-15-2014,04-22-2014,04-22-2014,06-05-2014,06-06-2014,06-06-2014,06-09-2014,06-10-2014,06-11-2014,14560,"$62,757.5"
Bunny Friend Playground Katrina Repairs,FHP Tectonics Corp.,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-08-2014,04-08-2014,04-21-2014,05-16-2014,05-22-2014,05-30-2014,05-30-2014,06-03-2014,05-22-2014,06-10-2014,14150,"$49,214.22"
Rosenwald Center Phase I - Gymnasium & Grounds,Eustis Engineering,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-16-2014,04-16-2014,04-17-2014,04-21-2014,04-23-2014,04-24-2014,04-24-2014,04-28-2014,04-23-2014,05-05-2014,14144,"$9,760"
Parks & Parkways Phase III - Multiple Buildings,CDW Services,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2014,04-04-2014,04-17-2014,04-23-2014,04-24-2014,04-24-2014,04-24-2014,04-28-2014,04-24-2014,05-05-2014,14145,"$340,752.01"
Milne Boys Home Phase I & II (NORD Build-out),"Battco Construction & Maintenance, Inc.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-26-2014,04-15-2014,04-16-2014,04-22-2014,04-23-2014,04-24-2014,04-24-2014,04-28-2014,04-23-2014,05-05-2014,14126,"$1,057,058.79"
