"","Check","Fund","PV","Department","Vendor","InvoiceDate","StampDate","APDate","CheckDate","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder45","Total46_90","Total91_135","TotalOver135"
"735",1706889,"FHS","","Homeland Security","IVES BUSINESS FORMS IN",2014-05-14,NA,2014-05-15,2014-05-19,"",3,5,2014 Q2,1,0,0,1,0,0,0
"736",1706892,"DOL","","Mayor","GOODWILL INDUSTRIES OF",2014-04-30,NA,2014-05-14,2014-05-19,"",4,19,2014 Q2,1,0,0,1,0,0,0
"737",1706895,"51","","Public Works","RICHARD C. LAMBERT COU",2014-05-07,NA,2014-05-16,2014-05-19,"",2,12,2014 Q2,1,0,0,1,0,0,0
"738",1706898,"FDH","","Health","AGGIE WILLIAMS",2014-02-24,NA,2014-05-08,2014-05-20,"",9,85,2014 Q2,0,1,0,0,1,0,0
"739",1706901,"FDH","","Health","CECELIA ROUSSEAU",2014-03-31,NA,2014-05-14,2014-05-20,"",5,50,2014 Q2,1,0,0,0,1,0,0
"740",1706904,"FDH","","Health","ENEL WISE MITCHELL",2014-03-27,NA,2014-05-08,2014-05-20,"",9,54,2014 Q2,0,1,0,0,1,0,0
"741",1706907,"FDH","","Health","ROBIN GRUENFIELD",2014-04-23,NA,2014-05-14,2014-05-20,"",5,27,2014 Q2,1,0,0,1,0,0,0
"742",1706910,"FDH","","Health","ROSALYN MARIANO",2014-04-07,NA,2014-05-14,2014-05-20,"",5,43,2014 Q2,1,0,0,1,0,0,0
"743",1706913,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2014-05-06,NA,2014-05-14,2014-05-20,"",5,14,2014 Q2,1,0,0,1,0,0,0
"744",1706916,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2014-05-06,NA,2014-05-14,2014-05-20,"",5,14,2014 Q2,1,0,0,1,0,0,0
"745",1706919,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2014-05-06,NA,2014-05-14,2014-05-20,"",5,14,2014 Q2,1,0,0,1,0,0,0
"746",1706922,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2014-05-06,NA,2014-05-14,2014-05-20,"",5,14,2014 Q2,1,0,0,1,0,0,0
"747",1706925,"51","","Capital Projects","BIG YELLOW CONSTRUCTIO",2014-05-06,NA,2014-05-14,2014-05-20,"",5,14,2014 Q2,1,0,0,1,0,0,0
"748",1706928,"LCD","","OCD","NOLA MEDIA GROUP",2014-04-30,NA,2014-05-19,2014-05-20,"",2,20,2014 Q2,1,0,0,1,0,0,0
"749",1706931,"HUD","","OCD","ST BERNARD PROJECT",2014-04-29,NA,2014-05-15,2014-05-20,"",4,21,2014 Q2,1,0,0,1,0,0,0
"750",1706934,"51","","Public Works","SOUTHERN EARTH SCIENCE",2014-04-17,NA,2014-05-20,2014-05-20,"",1,33,2014 Q2,1,0,0,1,0,0,0
"751",1706942,"EPA","","Mayor","RIVER NETWORK",2014-04-22,NA,2014-05-12,2014-05-21,"",8,29,2014 Q2,0,1,0,1,0,0,0
"752",1706947,"HUD","","OCD","LICHELLE ADAMS",2014-04-16,NA,2014-05-02,2014-05-22,"",15,36,2014 Q2,0,0,1,1,0,0,0
"753",1706949,"HUD","","OCD","ROSA MARIE LAINES",2014-06-06,NA,2014-05-21,2014-05-22,"",2,0,2014 Q2,1,0,0,1,0,0,0
"754",1706955,"LCD","","OCD","CANON FINANCIAL SERVIC",2014-05-13,NA,2014-05-22,2014-05-22,"",1,9,2014 Q2,1,0,0,1,0,0,0
"755",1706959,"PRIV","","Health","PORTOBELLO CATERING",2014-05-22,NA,2014-05-20,2014-05-22,"",3,0,2014 Q2,1,0,0,1,0,0,0
"756",1706962,"DOL","","Mayor","BRIGHT MOMENTS LLC",2014-05-14,NA,2014-05-20,2014-05-22,"",3,8,2014 Q2,1,0,0,1,0,0,0
"757",1706975,"FDJ","","Health","STACY OVERSTREET",2014-05-19,NA,2014-05-20,2014-05-22,"",3,3,2014 Q2,1,0,0,1,0,0,0
"758",1706992,"HUD","","OCD","PRYTANIA PROPERTIES",2014-05-04,NA,2014-05-21,2014-05-22,"",2,18,2014 Q2,1,0,0,1,0,0,0
"759",1707013,"FJA","","Health","GREATER NEW ORLEANS FO",2014-01-15,NA,2014-05-20,2014-05-22,"",3,127,2014 Q2,1,0,0,0,0,1,0
"760",1707021,"51","","Public Works","MATHIS BRIERRE ARCHITE",2014-05-09,NA,2014-05-21,2014-05-22,"",2,13,2014 Q2,1,0,0,1,0,0,0
"761",1707028,"FDH","","Health","NO/AIDS TASK FORCE",2014-04-29,NA,2014-05-20,2014-05-22,"",3,23,2014 Q2,1,0,0,1,0,0,0
"762",1707031,"FDJ","","Health","GOING PLACES TRAVEL",2014-05-08,NA,2014-05-20,2014-05-22,"",3,14,2014 Q2,1,0,0,1,0,0,0
"763",1707035,"LCD","","OCD","GLOBAL INTERNATIONAL R",2014-03-31,NA,2014-05-21,2014-05-22,"",2,52,2014 Q2,1,0,0,0,1,0,0
"764",1707038,"HUD","","OCD","JOTO INVESTMENTS INC",2014-05-03,NA,2014-05-21,2014-05-22,"",2,19,2014 Q2,1,0,0,1,0,0,0
"765",1707050,"FDH","","Health","ROYAL PARKING DBA GOPA",2014-06-01,NA,2014-05-20,2014-05-22,"",3,0,2014 Q2,1,0,0,1,0,0,0
"766",1707088,"FDJ","","Mayor","GRAND HYATT HOTEL",2014-03-04,NA,2014-05-22,2014-05-23,"",2,80,2014 Q2,1,0,0,0,1,0,0
"767",1707112,"FDH","","Health","PFISTERER",2014-04-01,NA,2014-05-22,2014-05-28,"",4,57,2014 Q2,1,0,0,0,1,0,0
"768",1707115,"HUD","","OCD","KEMISTRY SOLUTIONS LLC",2014-05-03,NA,2014-05-21,2014-05-28,"",5,25,2014 Q2,1,0,0,1,0,0,0
"769",1707119,"HUD","","OCD","LOUISIANA HOUSING PROG",2014-05-04,NA,2014-05-21,2014-05-28,"",5,24,2014 Q2,1,0,0,1,0,0,0
"770",1707122,"HUD","","OCD","LOU PIAZZA ASSOC (MGT",2014-05-03,NA,2014-05-21,2014-05-28,"",5,25,2014 Q2,1,0,0,1,0,0,0
"771",1707126,"HUD","","OCD","METRO/DURR",2013-07-30,NA,2014-05-21,2014-05-28,"",5,302,2014 Q2,1,0,0,0,0,0,1
"772",1707129,"HUD","","OCD","METRO/DURR",2013-06-30,NA,2014-05-21,2014-05-28,"",5,332,2014 Q2,1,0,0,0,0,0,1
"773",1707132,"HUD","","OCD","METRO/DURR",2013-06-30,NA,2014-05-21,2014-05-28,"",5,332,2014 Q2,1,0,0,0,0,0,1
"774",1707135,"HUD","","OCD","METRO/DURR",2013-06-30,NA,2014-05-22,2014-05-28,"",4,332,2014 Q2,1,0,0,0,0,0,1
"775",1707138,"HUD","","OCD","METRO/DURR",2013-06-30,NA,2014-05-22,2014-05-28,"",4,332,2014 Q2,1,0,0,0,0,0,1
"776",1707141,"HUD","","OCD","METRO/DURR",2013-10-31,NA,2014-05-22,2014-05-28,"",4,209,2014 Q2,1,0,0,0,0,0,1
"777",1707145,"HUD","","OCD","METRO/DURR",2013-09-30,NA,2014-05-22,2014-05-28,"",4,240,2014 Q2,1,0,0,0,0,0,1
"778",1707147,"HUD","","OCD","METRO/DURR",2013-09-30,NA,2014-05-23,2014-05-28,"",3,240,2014 Q2,1,0,0,0,0,0,1
"779",1707150,"HUD","","OCD","METRO/DURR",2013-09-30,NA,2014-05-23,2014-05-28,"",3,240,2014 Q2,1,0,0,0,0,0,1
"780",1707153,"HUD","","OCD","METRO/DURR",2013-09-30,NA,2014-05-23,2014-05-28,"",3,240,2014 Q2,1,0,0,0,0,0,1
"781",1707156,"HUD","","OCD","METRO/DURR",2013-09-30,NA,2014-05-23,2014-05-28,"",3,240,2014 Q2,1,0,0,0,0,0,1
"782",1707167,"LCD","","OCD","SPRINT NEXTEL CORP",2014-04-29,NA,2014-05-02,2014-05-28,"",18,29,2014 Q2,0,0,1,1,0,0,0
"783",1707170,"HUD","","OCD","DIANA C PARSONS",2014-05-04,NA,2014-05-21,2014-05-28,"",5,24,2014 Q2,1,0,0,1,0,0,0
"784",1707173,"HUD","","OCD","CAROL S REGGIO",2014-05-03,NA,2014-05-21,2014-05-28,"",5,25,2014 Q2,1,0,0,1,0,0,0
"785",1707176,"HUD","","OCD","CHARLES W JACOB",2014-05-04,NA,2014-05-21,2014-05-28,"",5,24,2014 Q2,1,0,0,1,0,0,0
"786",1707179,"HUD","","OCD","SHERMAN MUSHATT",2014-05-04,NA,2014-05-21,2014-05-28,"",5,24,2014 Q2,1,0,0,1,0,0,0
"787",1707182,"HUD","","OCD","CHRISTOPHER MARINO SR",2014-05-04,NA,2014-05-21,2014-05-28,"",5,24,2014 Q2,1,0,0,1,0,0,0
"788",1707185,"HUD","","OCD","LOUISIANA HOUSING CORP",2014-05-04,NA,2014-05-21,2014-05-28,"",5,24,2014 Q2,1,0,0,1,0,0,0
"789",1707193,"HUD","","OCD","CONTESTA APARTMENTS",2014-05-03,NA,2014-05-21,2014-05-28,"",5,25,2014 Q2,1,0,0,1,0,0,0
"790",1707197,"FEM","","FIRE","A-1 APPLIANCE",2014-05-12,NA,2014-05-23,2014-05-28,"",3,16,2014 Q2,1,0,0,1,0,0,0
"791",1707201,"LCD","","OCD","GLOBAL INTERNATIONAL R",2014-04-30,NA,2014-05-23,2014-05-28,"",3,28,2014 Q2,1,0,0,1,0,0,0
"792",1707206,"HUD","","OCD","TRINITY LAND LLC",2014-05-03,NA,2014-05-21,2014-05-28,"",5,25,2014 Q2,1,0,0,1,0,0,0
"793",1707214,"PRIV","","Law","VIRGINIA R. NIEHAUS",2014-04-15,NA,2014-05-28,2014-05-29,"",2,44,2014 Q2,1,0,0,1,0,0,0
"794",1707217,"FEM","","Homeland Security","STUART WEG",2014-05-21,NA,2014-05-27,2014-05-30,"",4,9,2014 Q2,1,0,0,1,0,0,0
"795",1707220,"FDH","","Health","STANDARD PARKING CORP",2014-04-01,NA,2014-05-27,2014-05-30,"",4,59,2014 Q2,1,0,0,0,1,0,0
"796",1707223,"FEM","","Homeland Security","CATHLEEN S HIGHTOWER",2014-05-23,NA,2014-05-28,2014-05-30,"",3,7,2014 Q2,1,0,0,1,0,0,0
"797",1707226,"FDH","","Health","THOMAS J HICKEY",2014-04-15,NA,2014-05-27,2014-05-30,"",4,45,2014 Q2,1,0,0,1,0,0,0
"798",1707229,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-05-21,NA,2014-05-27,2014-05-30,"",4,9,2014 Q2,1,0,0,1,0,0,0
"799",1707232,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-05-21,NA,2014-05-27,2014-05-30,"",4,9,2014 Q2,1,0,0,1,0,0,0
"800",1707235,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-05-21,NA,2014-05-27,2014-05-30,"",4,9,2014 Q2,1,0,0,1,0,0,0
"801",1707238,"DOL","","Mayor","IVES BUSINESS FORMS IN",2014-05-22,NA,2014-05-27,2014-05-30,"",4,8,2014 Q2,1,0,0,1,0,0,0
"802",1707241,"PRIV","","Health","LOUISIANA OFFICE PRODU",2014-05-13,NA,2014-05-20,2014-05-30,"",8,17,2014 Q2,0,1,0,1,0,0,0
"803",1707244,"FDH","","Health","NO/AIDS TASK FORCE",2014-04-28,NA,2014-05-27,2014-05-30,"",4,32,2014 Q2,1,0,0,1,0,0,0
"804",1707247,"DOL","","Mayor","KYOCERA MITA AMERICA I",2014-05-03,NA,2014-05-27,2014-05-30,"",4,27,2014 Q2,1,0,0,1,0,0,0
"805",1703180,"51","","Public Works","ENVIRON INTERNATIONAL",2014-03-17,NA,2014-03-31,2014-04-01,"",2,15,2014 Q2,1,0,0,1,0,0,0
"806",1704335,"HUD","","OCD","NEW ORLEANS WOMEN'S SH",2014-02-25,NA,2014-03-27,2014-04-02,"",5,36,2014 Q2,1,0,0,1,0,0,0
"807",1704338,"HUD","","OCD","COVENANT HOUSE NEW ORL",2014-01-23,NA,2014-03-27,2014-04-02,"",5,69,2014 Q2,1,0,0,0,1,0,0
"808",1704341,"HUD","","OCD","TIMES PICAYUNE PUBLISH",2014-03-05,NA,2014-03-27,2014-04-02,"",5,28,2014 Q2,1,0,0,1,0,0,0
"809",1704344,"DOL","","Mayor","KYOCERA MITA AMERICA I",2013-12-19,NA,2014-03-14,2014-04-02,"",14,104,2014 Q2,0,1,0,0,0,1,0
"810",1704349,"51","","Public Works","AECOM USA INC",2014-02-27,NA,2014-04-02,2014-04-03,"",2,35,2014 Q2,1,0,0,1,0,0,0
"811",1704352,"HUD","","OCD","HARRY THOMSPSON CENTER",2014-01-10,NA,2014-03-27,2014-04-03,"",6,83,2014 Q2,1,0,0,0,1,0,0
"812",1704355,"HUD","","OCD","HARRY THOMSPSON CENTER",2014-01-10,NA,2014-03-31,2014-04-03,"",4,83,2014 Q2,1,0,0,0,1,0,0
"813",1704359,"DOL","","Mayor","DS WATERS OF AMERICA I",2014-03-23,NA,2014-03-26,2014-04-03,"",7,11,2014 Q2,1,0,0,1,0,0,0
"814",1704363,"HUD","","OCD","ST BERNARD PROJECT",2014-03-17,NA,2014-03-26,2014-04-03,"",7,17,2014 Q2,1,0,0,1,0,0,0
"815",1704366,"HUD","","OCD","NEW ORLEANS FAMILY JUS",2014-01-14,NA,2014-04-01,2014-04-03,"",3,79,2014 Q2,1,0,0,0,1,0,0
"816",1704374,"FEM","","Youth Study Center","INWOOD OFFICE FURNITUR",2014-03-21,NA,2014-03-28,2014-04-03,"",5,13,2014 Q2,1,0,0,1,0,0,0
"817",1704380,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-03-13,NA,2014-03-26,2014-04-03,"",7,21,2014 Q2,1,0,0,1,0,0,0
"818",1704383,"DOL","","Mayor","ARBOR E&T LLC DBA RESC",2014-03-13,NA,2014-03-26,2014-04-03,"",7,21,2014 Q2,1,0,0,1,0,0,0
"819",1704392,"51","","Public Works","ARCADIS US-COM",2013-09-26,NA,2014-04-02,2014-04-03,"",2,189,2014 Q2,1,0,0,0,0,0,1
"820",1704396,"HUD","","OCD","COVENANT HOUSE NEW ORL",2014-02-14,NA,2014-03-31,2014-04-03,"",4,48,2014 Q2,1,0,0,0,1,0,0
"821",1704403,"HUD","","OCD","TOTAL COMMUNITY ACTION",2014-03-07,NA,2014-03-31,2014-04-03,"",4,27,2014 Q2,1,0,0,1,0,0,0
"822",1704408,"HUD","","OCD","OZANAM INN",2014-03-26,NA,2014-03-31,2014-04-03,"",4,8,2014 Q2,1,0,0,1,0,0,0
"823",1704410,"HUD","","OCD","OZANAM INN",2013-12-30,NA,2014-03-31,2014-04-03,"",4,94,2014 Q2,1,0,0,0,0,1,0
"824",1704413,"HUD","","OCD","OZANAM INN",2014-01-13,NA,2014-03-31,2014-04-03,"",4,80,2014 Q2,1,0,0,0,1,0,0
"825",1704416,"HUD","","OCD","OZANAM INN",2014-01-24,NA,2014-04-01,2014-04-03,"",3,69,2014 Q2,1,0,0,0,1,0,0
"826",1704420,"DOL","","Mayor","GOING PLACES TRAVEL, I",2014-03-19,NA,2014-04-03,2014-04-03,"",1,15,2014 Q2,1,0,0,1,0,0,0
"827",1704424,"51","","Capital Projects","BETA TESTING & INSPECT",2014-03-17,NA,2014-03-31,2014-04-03,"",4,17,2014 Q2,1,0,0,1,0,0,0
"828",1704427,"51","","Capital Projects","PEREZ A PROFESSIONAL C",2014-03-17,NA,2014-03-31,2014-04-03,"",4,17,2014 Q2,1,0,0,1,0,0,0
"829",1704443,"DOL","","Mayor","KYOCERA MITA AMERICA I",2014-03-26,NA,2014-03-03,2014-04-03,"",23,8,2014 Q2,0,0,1,1,0,0,0
"830",1704446,"FDH","","Health","TARGET BANK",2014-03-06,NA,2014-03-31,2014-04-04,"",5,29,2014 Q2,1,0,0,1,0,0,0
"831",1704449,"FJA","","Homeland Security","REAL TIME TRANSLATION",2013-12-31,NA,2014-04-02,2014-04-04,"",3,94,2014 Q2,1,0,0,0,0,1,0
"832",1704452,"FDH","","Health","MONOGRAM EXPRESS",2013-11-01,NA,2014-03-27,2014-04-04,"",7,154,2014 Q2,1,0,0,0,0,0,1
"833",1704455,"51","","Public Works","PLUS CONCRETE, INC.",2014-03-19,NA,2014-04-04,2014-04-04,"",1,16,2014 Q2,1,0,0,1,0,0,0
"834",1704458,"FEM","","Homeland Security","RONALD A DUFOUR",2014-03-24,NA,2014-04-02,2014-04-04,"",3,11,2014 Q2,1,0,0,1,0,0,0
"835",1704461,"51","","Public Works","WAGGONER ENGINEERING",2013-07-31,NA,2014-04-02,2014-04-04,"",3,247,2014 Q2,1,0,0,0,0,0,1
"836",1704464,"FDH","","Health","PRINTERS WHOLESALE GRO",2014-03-11,NA,2014-04-03,2014-04-04,"",2,24,2014 Q2,1,0,0,1,0,0,0
"837",1704467,"51","","Public Works","HARD ROCK CONSTRUCTION",2014-03-10,NA,2014-04-01,2014-04-04,"",4,25,2014 Q2,1,0,0,1,0,0,0
"838",1704470,"FDH","","Health","GOING PLACES TRAVEL",2014-03-07,NA,2014-04-02,2014-04-04,"",3,28,2014 Q2,1,0,0,1,0,0,0
"839",1704473,"FDH","","Health","CRESCENT GUARDIAN, INC",2014-01-06,NA,2014-04-01,2014-04-04,"",4,88,2014 Q2,1,0,0,0,1,0,0
"840",1704476,"FEM","","Homeland Security","SEWERAGE AND WATER BOA",2014-04-01,NA,2014-04-02,2014-04-04,"",3,3,2014 Q2,1,0,0,1,0,0,0
"841",1704479,"FDH","","OCD","OCCUPATIONAL HEALTH CE",2014-03-18,NA,2014-04-04,2014-04-04,"",1,17,2014 Q2,1,0,0,1,0,0,0
"842",1704482,"HUD","","Health","RISING SUN ECONOMIC",2013-12-11,NA,2014-03-27,2014-04-08,"",9,118,2014 Q2,0,1,0,0,0,1,0
"843",1704485,"51","","Public Works","NEEL-SCHAFFER INC",2014-03-20,NA,2014-04-08,2014-04-08,"",1,19,2014 Q2,1,0,0,1,0,0,0
"844",1704488,"LCD","","OCD","LOUISIANA OFFICE PRODU",2014-04-02,NA,2014-04-07,2014-04-08,"",2,6,2014 Q2,1,0,0,1,0,0,0
"845",1704491,"LDH","","Health","LOUISIANA OFFICE PRODU",2014-04-01,NA,2014-04-04,2014-04-08,"",3,7,2014 Q2,1,0,0,1,0,0,0
"846",1704494,"51","","Public Works","FUGRO CONSULTANTS, INC",2014-03-13,NA,2014-04-08,2014-04-08,"",1,26,2014 Q2,1,0,0,1,0,0,0
"847",1704498,"FDH","","Health","TARGET BANK",2014-03-18,NA,2014-04-01,2014-04-09,"",7,22,2014 Q2,1,0,0,1,0,0,0
"848",1704500,"51","","Public Works","N.Y. ASSOCIATES",2014-02-28,NA,2014-03-21,2014-04-09,"",14,40,2014 Q2,0,1,0,1,0,0,0
"849",1704507,"UDG","","OCD","ANGELA TAYLOR",2014-03-11,NA,2014-04-08,2014-04-10,"",3,30,2014 Q2,1,0,0,1,0,0,0
"850",1704515,"HUD","","OCD","NEW ORLEANS WOMEN'S SH",2014-02-26,NA,2014-04-09,2014-04-10,"",2,43,2014 Q2,1,0,0,1,0,0,0
"851",1704518,"HUD","","OCD","NEW ORLEANS FAMILY JUS",2014-01-27,NA,2014-04-07,2014-04-10,"",4,73,2014 Q2,1,0,0,0,1,0,0
"852",1704562,"HUD","","OCD","TRAVELERS AID SOCIETY",2014-01-17,NA,2014-04-09,2014-04-10,"",2,83,2014 Q2,1,0,0,0,1,0,0
"853",1704571,"HUD","","OCD","LOUISIANA OFFICE PRODU",2014-03-25,NA,2014-04-07,2014-04-10,"",4,16,2014 Q2,1,0,0,1,0,0,0
"854",1704578,"51","","Public Works","PEREZ APC",2014-03-28,NA,2014-04-10,2014-04-10,"",1,13,2014 Q2,1,0,0,1,0,0,0
"855",1704593,"PRIV","","Health","CHARLOTTE PARENT",2014-03-29,NA,2014-04-04,2014-04-10,"",5,12,2014 Q2,1,0,0,1,0,0,0
"856",1704599,"FDH","","Health","HENRY SCHEIN INC",2014-01-13,NA,2014-03-27,2014-04-11,"",12,88,2014 Q2,0,1,0,0,1,0,0
"857",1704602,"FDH","","Health","HONEY BAKED HAM",2014-03-03,NA,2014-04-04,2014-04-11,"",6,39,2014 Q2,1,0,0,1,0,0,0
"858",1704606,"51","","Public Works","GEOCENT, LLC",2014-03-10,NA,2014-04-10,2014-04-11,"",2,32,2014 Q2,1,0,0,1,0,0,0
"859",1704608,"51","","Public Works","PAVEMENT MARKINGS",2014-02-25,NA,2014-04-07,2014-04-11,"",5,45,2014 Q2,1,0,0,1,0,0,0
"860",1704611,"LMD","","Homeland Security","CDW-G",2014-01-08,NA,2014-04-10,2014-04-11,"",2,93,2014 Q2,1,0,0,0,0,1,0
"861",1704614,"51","","Public Works","SCHRENK, ENDOM, & FLAN",2013-09-05,NA,2014-04-09,2014-04-11,"",3,218,2014 Q2,1,0,0,0,0,0,1
"862",1704617,"HUD","","OCD","GALLAGHER RECORDS MANA",2014-02-03,NA,2014-03-06,2014-04-11,"",27,67,2014 Q2,0,0,1,0,1,0,0
"863",1704620,"FDH","","Health","IVES BUSINESS FORMS IN",2014-03-20,NA,2014-04-10,2014-04-11,"",2,22,2014 Q2,1,0,0,1,0,0,0
"864",1704623,"HUD","","OCD","NO/AIDS TASK FORCE",2014-02-14,NA,2014-04-09,2014-04-11,"",3,56,2014 Q2,1,0,0,0,1,0,0
"865",1704626,"51","","Capital Projects","HMS ARCHITECTS",2014-03-31,NA,2014-04-09,2014-04-11,"",3,11,2014 Q2,1,0,0,1,0,0,0
"866",1704630,"PRIV","","Health","HEWLETT PACKARD",2014-03-12,NA,2014-04-04,2014-04-11,"",6,30,2014 Q2,1,0,0,1,0,0,0
"867",1704632,"LCD","","OCD","CANON SOLUTIONS AMERIC",2014-04-07,NA,2014-04-10,2014-04-14,"",3,7,2014 Q2,1,0,0,1,0,0,0
"868",1704637,"LLE","","OCJC","MARIA KAY CHETTA",2014-03-05,NA,2014-04-11,2014-04-16,"",4,42,2014 Q2,1,0,0,1,0,0,0
"869",1704640,"HUD","","OCD","XEROX CORPORATION",2014-02-01,NA,2014-04-11,2014-04-16,"",4,74,2014 Q2,1,0,0,0,1,0,0
"870",1704643,"HUD","","OCD","CANON FINANCIAL SERVIC",2014-04-01,NA,2014-04-10,2014-04-16,"",5,15,2014 Q2,1,0,0,1,0,0,0
"871",1704646,"51","","Public Works","SOUTHERN EARTH SCIENCE",2014-03-12,NA,2014-04-15,2014-04-16,"",2,35,2014 Q2,1,0,0,1,0,0,0
"872",1704649,"LCD","","OCD","LOUISIANA OFFICE PRODU",2014-04-04,NA,2014-04-15,2014-04-16,"",2,12,2014 Q2,1,0,0,1,0,0,0
"873",1704652,"51","","Public Works","CRESCENT COMMERCIAL",2014-03-10,NA,2014-04-16,2014-04-16,"",1,37,2014 Q2,1,0,0,1,0,0,0
"874",1704657,"DOL","","Mayor","IRON MOUNTAIN RECORDS",2014-03-31,NA,2014-04-11,2014-04-17,"",5,17,2014 Q2,1,0,0,1,0,0,0
"875",1704661,"DOL","","Mayor","BYRD HOUSE CATERING",2014-02-12,NA,2014-04-11,2014-04-17,"",5,64,2014 Q2,1,0,0,0,1,0,0
"876",1704665,"DOL","","Mayor","SHOW TIME RENTALS LLC",2014-04-10,NA,2014-04-16,2014-04-17,"",2,7,2014 Q2,1,0,0,1,0,0,0
"877",1704671,"PRIV","","OIG","JACQUELINE GILFORD",2014-04-11,NA,2014-04-14,2014-04-17,"",4,6,2014 Q2,1,0,0,1,0,0,0
"878",1704677,"51","","Capital Projects","FHP TECTONICS CORP",2014-02-27,NA,2014-04-14,2014-04-17,"",4,49,2014 Q2,1,0,0,0,1,0,0
"879",1704680,"51","","Capital Projects","FHP TECTONICS CORP",2014-03-04,NA,2014-04-14,2014-04-17,"",4,44,2014 Q2,1,0,0,1,0,0,0
"880",1704683,"51","","Capital Projects","FHP TECTONICS CORP",2014-04-08,NA,2014-04-14,2014-04-17,"",4,9,2014 Q2,1,0,0,1,0,0,0
"881",1704686,"51","","Public Works","FHP TECTONICS CORP",2014-04-04,NA,2014-04-15,2014-04-17,"",3,13,2014 Q2,1,0,0,1,0,0,0
"882",1704697,"PRIV","","OIG","JEREMY WALTON",2014-04-15,NA,2014-04-16,2014-04-17,"",2,2,2014 Q2,1,0,0,1,0,0,0
"883",1704705,"DOL","","Mayor","GOODWILL INDUSTRIES OF",2014-03-31,NA,2014-04-16,2014-04-17,"",2,17,2014 Q2,1,0,0,1,0,0,0
"884",1704711,"51","","Public Works","YEATES &YEATES ARCHITE",2014-04-07,NA,2014-04-15,2014-04-17,"",3,10,2014 Q2,1,0,0,1,0,0,0
"885",1704715,"51","","Public Works","BETA TESTING & INSPECT",2014-03-15,NA,2014-04-16,2014-04-17,"",2,33,2014 Q2,1,0,0,1,0,0,0
"886",1704722,"DOL","","Mayor","ORLEANS PARISH SCHOOL",2014-04-01,NA,2014-04-11,2014-04-17,"",5,16,2014 Q2,1,0,0,1,0,0,0
"887",1704739,"FDH","","Health","ANDREW YASPAN",2014-04-01,NA,2014-04-09,2014-04-22,"",9,21,2014 Q2,0,1,0,1,0,0,0
"888",1704742,"FDH","","Health","ENEL W. MITCHELL",2014-03-25,NA,2014-04-14,2014-04-22,"",6,28,2014 Q2,1,0,0,1,0,0,0
"889",1704745,"FJA","","Health","PATRICIA GLORIOSO",2014-03-10,NA,2014-04-14,2014-04-22,"",6,43,2014 Q2,1,0,0,1,0,0,0
"890",1704748,"FDH","","Health","SHERITA HENRY",2014-03-11,NA,2014-04-08,2014-04-22,"",10,42,2014 Q2,0,1,0,1,0,0,0
"891",1704751,"51","","Public Works","OTTO ENVIRONMENTAL",2014-03-24,NA,2014-04-21,2014-04-22,"",2,29,2014 Q2,1,0,0,1,0,0,0
"892",1704754,"51","","Public Works","WAGGONER ENGINEERING",2013-01-17,NA,2014-04-21,2014-04-22,"",2,460,2014 Q2,1,0,0,0,0,0,1
"893",1704757,"51","","Public Works","LINFIELD HUNTER & JUNI",2013-09-12,NA,2014-04-17,2014-04-22,"",3,222,2014 Q2,1,0,0,0,0,0,1
"894",1704760,"DOL","","Mayor","NADIYAH MORRIS",2013-12-19,NA,2014-04-11,2014-04-22,"",7,124,2014 Q2,1,0,0,0,0,1,0
"895",1705470,"FDH","","Health","HENRY SCHEIN INC",2014-03-26,NA,2014-04-17,2014-04-24,"",5,29,2014 Q2,1,0,0,1,0,0,0
"896",1705474,"HUD","","OCD","NOLA MEDIA GROUP",2014-03-31,NA,2014-04-17,2014-04-24,"",5,24,2014 Q2,1,0,0,1,0,0,0
"897",1705479,"HUD","","OCD","NEW ORLEANS WOMEN'S SH",2014-02-26,NA,2014-04-16,2014-04-24,"",6,57,2014 Q2,1,0,0,0,1,0,0
"898",1705482,"HUD","","OCD","NEW ORLEANS WOMEN'S SH",2014-02-26,NA,2014-04-22,2014-04-24,"",3,57,2014 Q2,1,0,0,0,1,0,0
"899",1705495,"HUD","","OCD","SOUTHERN UNITED NEIGHB",2014-03-16,NA,2014-04-15,2014-04-24,"",7,39,2014 Q2,1,0,0,1,0,0,0
"900",1705498,"HUD","","OCD","SOUTHERN UNITED NEIGHB",2013-11-02,NA,2014-04-16,2014-04-24,"",6,173,2014 Q2,1,0,0,0,0,0,1
"901",1705525,"FEM","","Youth Study Center","BILL FRITZ SPORTS CORP",2014-04-07,NA,2014-04-22,2014-04-24,"",3,17,2014 Q2,1,0,0,1,0,0,0
"902",1705538,"51","","Public Works","FLEMING CONSTRUCTION C",2014-03-24,NA,2014-04-09,2014-04-24,"",11,31,2014 Q2,0,1,0,1,0,0,0
