"","Check","PO","Account.String","Department","Invoice.Date","Stamp.Date","Accounts.Payable.Date","Check.Date","Vendor","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder30","Total31_60","Total61_90","Total91_120","TotalOver120"
"1173",90688,"6301368429","0691-0630-6301-200-212150","library",2013-01-03,NA,2013-01-17,2013-02-14,"",420,19,42,2013 Q1,0,0,1,0,1,0,0,0
"1174",90689,"8910258162","0200-0900-8910-200-212159","aviation",2013-01-09,NA,2013-01-30,2013-02-14,"",4207.62,11,36,2013 Q1,0,1,0,0,1,0,0,0
"1175",90690,"2136212505","0001-0210-2136-200-212040","mayor's office - other",2012-12-21,NA,2013-02-05,2013-02-14,"",602.71,7,55,2013 Q1,1,0,0,0,1,0,0,0
"1176",90691,"6301368560","0691-0630-6301-200-212060","library",2012-12-28,NA,2013-01-22,2013-02-14,"",537,17,48,2013 Q1,0,0,1,0,1,0,0,0
"1177",90692,"7240368392","0001-0700-7240-200-212150","mayor's office - core",2012-12-26,NA,2013-01-16,2013-02-14,"",925,20,50,2013 Q1,0,0,1,0,1,0,0,0
"1178",90693,"2740260320","0001-0270-2740-200-212150","police",2013-02-04,NA,2013-02-07,2013-02-14,"",7583.26,5,10,2013 Q1,1,0,0,1,0,0,0,0
"1179",90694,"2702258025","0001-0270-2740-200-212150","police",2013-02-01,NA,2013-02-08,2013-02-14,"",5416.74,4,13,2013 Q1,1,0,0,1,0,0,0,0
"1180",90695,"8910368308","0200-0900-8910-200-212158","aviation",2012-11-27,NA,2013-01-16,2013-02-14,"Hailey,McNamara,Hall,Larmann & Papale",1744.42,20,79,2013 Q1,0,0,1,0,0,1,0,0
"1181",90696,"2130312502","0001-0210-2130-200-212050","homeland security",2012-12-14,NA,2013-01-16,2013-02-14,"Bradford W Case",30,20,62,2013 Q1,0,0,1,0,0,1,0,0
"1182",90697,"2013312578","0001-0200-2013-200-212160","council",2012-12-06,NA,2013-02-07,2013-02-14,"Sherri Wilder",12,5,70,2013 Q1,1,0,0,0,0,1,0,0
"1183",90698,"8910267653","0200-0900-8910-200-214384","aviation",2012-12-04,NA,2013-01-25,2013-02-14,"The Arc of ST. Charles",1410,14,72,2013 Q1,0,1,0,0,0,1,0,0
"1184",90699,"6301368291","0691-0630-6301-200-212157","library",2012-12-14,NA,2013-01-17,2013-02-14,"The Ehrhardt Group, Inc.",4150,19,62,2013 Q1,0,0,1,0,0,1,0,0
"1185",90700,"6301267981","0691-0630-6301-200-213020","library",2012-12-19,NA,2013-01-22,2013-02-14,"",309,17,57,2013 Q1,0,0,1,0,1,0,0,0
"1186",90701,"2310264640","0001-0230-2310-200-212158","law",2013-01-15,NA,2013-01-16,2013-02-14,"",13123.75,20,30,2013 Q1,0,0,1,1,0,0,0,0
"1187",90702,"2136268497","0378-0210-2136-200-213220","mayor's office - other",2012-11-19,NA,2013-01-17,2013-02-14,"Louise Brumfield",50,19,87,2013 Q1,0,0,1,0,0,1,0,0
"1188",90703,"3042259069","0001-0300-3025-200-212600","sanitation",2012-11-02,NA,2013-02-07,2013-02-14,"SURETEMPS, LLC.",983.25,5,104,2013 Q1,1,0,0,0,0,0,1,0
"1189",90704,"2740369036","0001-0270-2740-200-213250","police",2012-03-08,NA,2013-01-22,2013-02-14,"Independent Stationers",97.9,17,343,2013 Q1,0,0,1,0,0,0,0,1
"1190",90705,"6231212493","0001-0620-6261-200-212150","parks & parkways",2013-01-08,NA,2013-01-18,2013-02-14,"",90,18,37,2013 Q1,0,0,1,0,1,0,0,0
"1191",90706,"6301368401","0691-0630-6301-200-212185","library",2012-12-27,NA,2013-01-17,2013-02-14,"",945,19,49,2013 Q1,0,0,1,0,1,0,0,0
"1192",90707,"2234264334","0001-0220-2234-200-212150","iti",2012-12-31,NA,2013-01-18,2013-02-14,"",37.24,18,45,2013 Q1,0,0,1,0,1,0,0,0
"1193",90708,"8910264135","0200-0900-8910-200-213130","aviation",2013-01-08,NA,2013-01-23,2013-02-14,"",615,16,37,2013 Q1,0,0,1,0,1,0,0,0
"1194",90710,"2231265404","0001-0220-2231-200-212157","iti",2013-02-13,NA,2013-01-15,2013-02-14,"",3719.13,21,1,2013 Q1,0,0,1,1,0,0,0,0
"1195",90711,"7101368529","0001-0710-7101-200-212150","oig",2013-01-15,NA,2013-01-17,2013-02-14,"",81,19,30,2013 Q1,0,0,1,1,0,0,0,0
"1196",90712,"6301368292","0691-0630-6301-200-212185","library",2013-01-03,NA,2013-01-17,2013-02-14,"",855,19,42,2013 Q1,0,0,1,0,1,0,0,0
"1197",90713,"8910267935","0200-0900-8910-200-213170","aviation",2013-01-03,NA,2013-01-30,2013-02-14,"",13955,11,42,2013 Q1,0,1,0,0,1,0,0,0
"1198",90714,"6301368290","0691-0630-6301-200-212150","library",2013-01-04,NA,2013-01-17,2013-02-14,"",5075,19,41,2013 Q1,0,0,1,0,1,0,0,0
"1199",90715,"3611268920","0001-0360-3631-200-212185","health",2013-02-07,NA,2013-02-07,2013-02-14,"",9646,5,7,2013 Q1,1,0,0,1,0,0,0,0
"1200",90716,"2310212516","0001-0230-2310-200-212600","law",2013-01-09,NA,2013-01-16,2013-02-14,"",50,20,36,2013 Q1,0,0,1,0,1,0,0,0
"1201",90717,"2030312528","0001-0200-2030-200-212050","council",2013-01-31,NA,2013-02-05,2013-02-14,"",125,7,14,2013 Q1,1,0,0,1,0,0,0,0
"1202",90718,"2740312548","0001-0270-2740-200-212040","police",2013-01-14,NA,2013-02-07,2013-02-14,"",499,5,31,2013 Q1,1,0,0,0,1,0,0,0
"1203",90829,"2050268396","0001-0200-2050-200-214391","council",2013-02-14,NA,2013-01-23,2013-02-19,"",879.64,19,5,2013 Q1,0,0,1,1,0,0,0,0
"1204",90830,"2234267007","0001-0220-2234-200-212150","iti",2012-12-18,NA,2013-01-30,2013-02-19,"Hewlett-Packard",13080.66,14,63,2013 Q1,0,1,0,0,0,1,0,0
"1205",90831,"2236267260","0001-0220-2236-200-214378","cao",2012-12-17,NA,2013-01-14,2013-02-19,"Hewlett-Packard",90,25,64,2013 Q1,0,0,1,0,0,1,0,0
"1206",90832,"2017268275","0001-0200-2017-200-213250","council",2013-01-11,NA,2013-02-04,2013-02-19,"",356.04,11,39,2013 Q1,0,1,0,0,1,0,0,0
"1207",90833,"2310268076","0001-0230-2310-200-213250","law",2012-12-27,NA,2013-02-15,2013-02-19,"",694,3,54,2013 Q1,1,0,0,0,1,0,0,0
"1208",90834,"4511265490","0001-0450-4527-200-214356","property mgmt",2012-10-24,NA,2013-02-18,2013-02-19,"Ives Business Forms, Inc.",759.99,2,118,2013 Q1,1,0,0,0,0,0,1,0
"1209",90835,"7115266959","0001-0700-7115-200-213250","mayor's office - core",2012-11-02,NA,2013-01-12,2013-02-19,"Ives Business Forms, Inc.",742.56,26,109,2013 Q1,0,0,1,0,0,0,1,0
"1210",90836,"2750368971","0001-0270-2740-200-213250","police",2013-02-07,NA,2013-02-13,2013-02-19,"",542.65,5,12,2013 Q1,1,0,0,1,0,0,0,0
"1211",90837,"4081259331","0001-0400-4081-200-212172","retirement",2013-01-29,NA,2013-01-31,2013-02-19,"",72.46,13,21,2013 Q1,0,1,0,1,0,0,0,0
"1212",90838,"4001369102","0001-0400-4001-200-212172","finance",2013-01-29,NA,2013-02-14,2013-02-19,"",433.78,4,21,2013 Q1,1,0,0,1,0,0,0,0
"1213",90839,"5001369171","0001-0500-5001-200-212172","public works",2013-01-30,NA,2013-02-11,2013-02-19,"",10072.9,6,20,2013 Q1,1,0,0,1,0,0,0,0
"1214",90840,"2050258678","0001-0200-2050-200-212157","council",2012-12-07,NA,2013-01-25,2013-02-19,"The Media Revolution, Inc.",13972.5,17,74,2013 Q1,0,0,1,0,0,1,0,0
"1215",90841,"2050258678","0001-0200-2050-200-212157","council",2012-12-07,NA,2013-01-25,2013-02-19,"The Media Revolution, Inc.",11258.5,17,74,2013 Q1,0,0,1,0,0,1,0,0
"1216",90842,"2050258678","0001-0200-2050-200-212157","council",2012-12-07,NA,2013-01-25,2013-02-19,"The Media Revolution, Inc.",8073,17,74,2013 Q1,0,0,1,0,0,1,0,0
"1217",90843,"2050258678","0001-0200-2050-200-212157","council",2012-12-07,NA,2013-01-25,2013-02-19,"The Media Revolution, Inc.",11500,17,74,2013 Q1,0,0,1,0,0,1,0,0
"1218",90844,"2014268744","0001-0200-2014-200-212140","council",2012-12-19,NA,2013-02-04,2013-02-19,"The Printer's Wholesale Group Inc.",415,11,62,2013 Q1,0,1,0,0,0,1,0,0
"1219",90845,"2017268739","0001-0000-0000-000-03A720","council",2012-12-19,NA,2013-02-04,2013-02-19,"The Printer's Wholesale Group Inc.",415,11,62,2013 Q1,0,1,0,0,0,1,0,0
"1220",90846,"2010368377","0001-0200-2010-200-212140","council",2012-12-11,NA,2013-02-04,2013-02-19,"The Printer's Wholesale Group Inc.",856,11,70,2013 Q1,0,1,0,0,0,1,0,0
"1221",90847,"2010368378","0001-0200-2010-200-212140","council",2012-12-11,NA,2013-02-04,2013-02-19,"The Printer's Wholesale Group Inc.",496,11,70,2013 Q1,0,1,0,0,0,1,0,0
"1222",90848,"2010368815","0001-0200-2010-200-212140","council",2012-12-18,NA,2013-02-04,2013-02-19,"The Printer's Wholesale Group Inc.",785,11,63,2013 Q1,0,1,0,0,0,1,0,0
"1223",90849,"2010368816","0001-0200-2010-200-212140","council",2012-12-18,NA,2013-02-04,2013-02-19,"The Printer's Wholesale Group Inc.",785,11,63,2013 Q1,0,1,0,0,0,1,0,0
"1224",90850,"2012368889","0001-0200-2012-200-212140","council",2013-01-02,NA,2013-02-05,2013-02-19,"",667,10,48,2013 Q1,0,1,0,0,1,0,0,0
"1225",90851,"2017368887","0001-0200-2017-200-212140","council",2013-01-02,NA,2013-02-04,2013-02-19,"",916,11,48,2013 Q1,0,1,0,0,1,0,0,0
"1226",90852,"2017368888","0001-0200-2017-200-212140","council",2013-01-02,NA,2013-02-04,2013-02-19,"",556,11,48,2013 Q1,0,1,0,0,1,0,0,0
"1227",90853,"2297264700","0001-0220-2297-200-213220","emd",2012-12-07,NA,2013-02-05,2013-02-19,"Fire Apparatus Specialist, Inc.",3224.27,10,74,2013 Q1,0,1,0,0,0,1,0,0
"1228",90854,"2112258840","0001-0210-2112-200-212150","mayor's office - core",2013-01-01,NA,2013-02-04,2013-02-19,"",10000,11,49,2013 Q1,0,1,0,0,1,0,0,0
"1229",90855,"5001269388","0001-0500-5002-200-212150","public works",2012-12-10,NA,2013-02-16,2013-02-19,"ACS State & Local Solutions, Inc.",132465.52,3,71,2013 Q1,1,0,0,0,0,1,0,0
"1230",90856,"3631368899","0001-0360-3631-200-212151","health",2012-12-15,NA,2013-02-05,2013-02-19,"Electronic Healthcare Systems, Inc.",2000.36,10,66,2013 Q1,0,1,0,0,0,1,0,0
"1231",90857,"2130268598","0001-0210-2130-200-213250","homeland security",2012-12-19,NA,2013-01-23,2013-02-19,"Louisiana Office Products",816.9,19,62,2013 Q1,0,0,1,0,0,1,0,0
"1232",90858,"2601268109","0001-0260-2625-200-213250","safety & permits",2012-12-12,NA,2013-01-17,2013-02-19,"Allfax Specialties, Inc.",275.85,22,69,2013 Q1,0,0,1,0,0,1,0,0
"1233",90859,"4081368753","0001-0360-3611-200-212140","retirement",2013-01-25,NA,2013-01-31,2013-02-19,"",225,13,25,2013 Q1,0,1,0,1,0,0,0,0
"1234",90860,"8201368932","0001-0820-8201-200-212600","coroner",2013-02-04,NA,2013-02-04,2013-02-19,"",2000,11,15,2013 Q1,0,1,0,1,0,0,0,0
"1235",90861,"6501268756","0001-0650-6501-200-212150","vcc",2011-03-31,NA,2013-01-23,2013-02-19,"Alere Taxicology Services, Inc.",40.5,19,691,2013 Q1,0,0,1,0,0,0,0,1
"1236",90862,"2236268063","0001-0220-2236-200-212150","iti",2012-12-31,NA,2013-01-14,2013-02-19,"",21000,25,50,2013 Q1,0,0,1,0,1,0,0,0
"1237",90863,"8201369303","0001-0820-8201-200-212600","coroner",2013-02-04,NA,2013-02-14,2013-02-19,"",5000,4,15,2013 Q1,1,0,0,1,0,0,0,0
"1238",90864,"2297257692","0001-0220-2297-200-212180","emd",2012-12-23,NA,2013-01-31,2013-02-19,"",430.55,13,58,2013 Q1,0,1,0,0,1,0,0,0
"1239",90865,"2231261411","0001-0220-2231-200-212600","iti",2012-11-30,NA,2013-01-14,2013-02-19,"Global Data Systems",6930,25,81,2013 Q1,0,0,1,0,0,1,0,0
"1240",90866,"4051927411","0691-0630-6301-200-214352","library",2013-01-17,NA,2013-01-25,2013-02-19,"",366.76,17,33,2013 Q1,0,0,1,0,1,0,0,0
"1241",90867,"5001369164","0001-0500-5002-200-212150","public works",2013-01-31,NA,2013-02-11,2013-02-19,"",3652.5,6,19,2013 Q1,1,0,0,1,0,0,0,0
"1242",90868,"2231268121","0001-0000-0000-000-03A720","iti",2012-09-02,NA,2013-01-14,2013-02-19,"BellSouth",145000,25,170,2013 Q1,0,0,1,0,0,0,0,1
"1243",90869,"2298368976","0001-0220-2298-200-213210","emd",2012-02-11,NA,2013-02-14,2013-02-19,"Henry Consulting",1269.82,4,374,2013 Q1,1,0,0,0,0,0,0,1
"1244",90870,"2297262836","0001-0220-2297-200-213220","emd",2012-11-08,NA,2013-02-05,2013-02-19,"",1206.62,10,103,2013 Q1,0,1,0,0,0,0,1,0
"1245",90871,"7240312560","0001-0700-7240-200-213270","mayor's office - core",2012-12-31,NA,2013-02-05,2013-02-19,"",76.14,10,50,2013 Q1,0,1,0,0,1,0,0,0
"1246",90872,"5001269104","0001-0500-5005-200-212159","public works",2013-01-02,NA,2013-02-08,2013-02-19,"",4119.49,7,48,2013 Q1,1,0,0,0,1,0,0,0
"1247",90873,"5001267676","0001-0500-5001-200-212185","public works",2012-11-30,NA,2013-02-16,2013-02-19,"Patch Management, Inc",10433.01,3,81,2013 Q1,1,0,0,0,0,1,0,0
"1248",90874,"2130369378","0001-0210-2130-200-212150","homeland security",2013-01-01,NA,2013-01-22,2013-02-19,"",457.35,20,49,2013 Q1,0,0,1,0,1,0,0,0
"1249",90875,"5001257599","0001-0500-5111-200-213020","public works",2013-01-08,NA,2013-02-16,2013-02-19,"",1094.4,3,42,2013 Q1,1,0,0,0,1,0,0,0
"1250",90876,"2020368534","0001-0200-2020-200-213250","council",2013-01-31,NA,2013-02-05,2013-02-19,"",44.6,10,19,2013 Q1,0,1,0,1,0,0,0,0
"1251",90877,"4031368764","0001-0400-4031-200-212600","revenue",2013-01-17,NA,2013-01-30,2013-02-19,"",32.62,14,33,2013 Q1,0,1,0,0,1,0,0,0
"1252",90878,"2297262994","0001-0220-2297-200-212180","emd",2013-01-25,NA,2013-02-05,2013-02-19,"",59.98,10,25,2013 Q1,0,1,0,1,0,0,0,0
"1253",90879,"6241267572","0001-0620-6241-200-212903","parks & parkways",2012-12-14,NA,2013-01-23,2013-02-19,"Able Tree & Landscape Service Inc",1000,19,67,2013 Q1,0,0,1,0,0,1,0,0
"1254",90880,"2130267636","0001-0210-2130-200-212173","homeland security",2013-01-23,NA,2013-02-04,2013-02-19,"",110.19,11,27,2013 Q1,0,1,0,1,0,0,0,0
"1255",90881,"5001369132","0001-0500-5002-200-212150","public works",2013-02-06,NA,2013-02-08,2013-02-19,"",4237.5,7,13,2013 Q1,1,0,0,1,0,0,0,0
"1256",90882,"2236268301","0001-0220-2236-200-212170","cao",2012-11-30,NA,2013-01-14,2013-02-19,"Iron Mountain Records Management Inc",1888.77,25,81,2013 Q1,0,0,1,0,0,1,0,0
"1257",90883,"2130267873","0001-0210-2130-200-212150","homeland security",2012-12-31,NA,2013-01-23,2013-02-19,"",80.5,19,50,2013 Q1,0,0,1,0,1,0,0,0
"1258",90884,"7822368446","0001-0220-2297-200-213110","ocd",2012-12-28,NA,2013-01-31,2013-02-19,"",147.8,13,53,2013 Q1,0,1,0,0,1,0,0,0
"1259",90885,"5001260523","0001-0500-5052-200-213020","public works",2013-01-16,NA,2013-01-31,2013-02-19,"",541.91,13,34,2013 Q1,0,1,0,0,1,0,0,0
"1260",90886,"2010368807","0001-0200-2010-200-212150","council",2013-01-15,NA,2013-02-04,2013-02-19,"",419.39,11,35,2013 Q1,0,1,0,0,1,0,0,0
"1261",90887,"6850212507","0237-0685-6850-200-212150","mtcb",2012-12-21,NA,2013-02-08,2013-02-19,"Louisiana Department of Revenue",775,7,60,2013 Q1,1,0,0,0,1,0,0,0
"1262",90888,"5001369425","0001-0500-5005-200-212150","public works",2012-12-17,NA,2013-02-18,2013-02-19,"Standard Municipal Parking Joint Venture II",191714.6,2,64,2013 Q1,1,0,0,0,0,1,0,0
"1263",90889,"7824261010","0138-0782-7824-200-212150","ocd",2013-01-16,NA,2013-02-06,2013-02-19,"",5335.35,9,34,2013 Q1,0,1,0,0,1,0,0,0
"1264",90890,"8201369310","0001-0820-8201-200-213190","coroner",2013-01-03,NA,2013-02-04,2013-02-19,"",19403,11,47,2013 Q1,0,1,0,0,1,0,0,0
"1265",90891,"2310265820","0001-0230-2310-200-213040","law",2013-01-04,NA,2013-01-23,2013-02-19,"",17126.5,19,46,2013 Q1,0,0,1,0,1,0,0,0
"1266",90892,"6232268606","0001-0620-6232-200-212170","parks & parkways",2013-01-03,NA,2013-01-31,2013-02-19,"",303,13,47,2013 Q1,0,1,0,0,1,0,0,0
"1267",90893,"2285263787","0001-0220-2236-200-212170","capital projects",2012-11-15,NA,2013-01-10,2013-02-19,"KYOCERA",2900.76,27,96,2013 Q1,0,0,1,0,0,0,1,0
"1268",90894,"2130267314","0001-0210-2130-200-212185","homeland security",2013-01-15,NA,2013-01-23,2013-02-19,"",2249.5,19,35,2013 Q1,0,0,1,0,1,0,0,0
"1269",90895,"7003268238","0001-0700-7003-200-213020","nordc",2013-01-17,NA,2013-01-25,2013-02-19,"",137,17,33,2013 Q1,0,0,1,0,1,0,0,0
"1270",90896,"2297263409","0001-0220-2297-200-212170","emd",2013-01-18,NA,2013-02-05,2013-02-19,"",105.45,10,32,2013 Q1,0,1,0,0,1,0,0,0
"1271",90897,"7001268604","","nordc",2009-07-27,NA,2013-02-05,2013-02-19,"Connectivity Source",NA,10,1303,2013 Q1,0,1,0,0,0,0,0,1
"1272",90898,"2130369349","0001-0210-2130-200-212150","homeland security",2013-01-02,NA,2013-02-15,2013-02-19,"",787.95,3,48,2013 Q1,1,0,0,0,1,0,0,0
"1273",90899,"5001262270","0001-0500-5001-200-214368","public works",2012-07-11,NA,2013-01-31,2013-02-19,"joes lawnmower shop",809.87,13,223,2013 Q1,0,1,0,0,0,0,0,1
"1274",90900,"4031368758","0001-0400-4031-200-212050","revenue",2013-01-01,NA,2013-01-30,2013-02-19,"",750,14,49,2013 Q1,0,1,0,0,1,0,0,0
"1275",90901,"2010368886","0001-0200-2010-200-212150","council",2013-01-24,NA,2013-02-05,2013-02-19,"",132.53,10,26,2013 Q1,0,1,0,1,0,0,0,0
"1276",90902,"6301264610","0691-0630-6301-200-214382","library",2013-01-11,NA,2013-01-25,2013-02-19,"",991.08,17,39,2013 Q1,0,0,1,0,1,0,0,0
"1277",90903,"4031312514","0001-0400-4031-200-213110","revenue",2013-01-09,NA,2013-01-30,2013-02-19,"",102.93,14,41,2013 Q1,0,1,0,0,1,0,0,0
"1278",90904,"2297369030","0001-0220-2297-200-213220","emd",2013-01-02,NA,2013-02-18,2013-02-19,"",101800,2,48,2013 Q1,1,0,0,0,1,0,0,0
"1279",90905,"7115264650","0001-0700-7115-200-212060","mayor's office - core",2012-02-11,NA,2013-01-24,2013-02-19,"Urban League of GNO",6916.67,18,374,2013 Q1,0,0,1,0,0,0,0,1
"1280",90906,"8201369306","0001-0820-8201-200-212151","coroner",2013-02-03,NA,2013-02-14,2013-02-19,"",3750,4,16,2013 Q1,1,0,0,1,0,0,0,0
"1281",90907,"4031368624","0001-0400-4031-200-213250","revenue",2013-01-16,NA,2013-01-30,2013-02-19,"",974.05,14,34,2013 Q1,0,1,0,0,1,0,0,0
"1282",90908,"5001369165","0001-0500-5002-200-212150","public works",2013-02-06,NA,2013-02-14,2013-02-19,"",4710,4,13,2013 Q1,1,0,0,1,0,0,0,0
"1283",90909,"7004369272","0001-0700-7004-200-212150","nordc",2013-01-14,NA,2013-02-13,2013-02-19,"",280,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1284",90910,"7004369262","0001-0700-7004-200-212150","nordc",2013-01-14,NA,2013-02-13,2013-02-19,"",84,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1285",90911,"7005267460","0001-0700-7005-200-214362","nordc",2012-12-12,NA,2013-01-25,2013-02-19,"Highland Products Group",763.05,17,69,2013 Q1,0,0,1,0,0,1,0,0
"1286",90912,"8751368767","0001-0870-8751-200-212170","registrar of voters",2012-12-29,NA,2013-02-05,2013-02-19,"",266.6,10,52,2013 Q1,0,1,0,0,1,0,0,0
"1287",90913,"4051369386","0001-0400-4051-200-212150","purchasing",2013-02-11,NA,2013-02-15,2013-02-19,"",140,3,8,2013 Q1,1,0,0,1,0,0,0,0
"1288",90914,"4031268768","0001-0400-4031-200-212150","revenue",2012-02-07,NA,2013-01-30,2013-02-19,"Lofton Staffing and Security Services",568.9,14,378,2013 Q1,0,1,0,0,0,0,0,1
"1289",90915,"7003268724","0001-0700-7003-200-212185","nordc",2012-12-03,NA,2013-02-04,2013-02-19,"J&M Boiler Combustion Control Service, Inc.",801.82,11,78,2013 Q1,0,1,0,0,0,1,0,0
"1290",90916,"2310268592","0001-0230-2310-200-212158","law",2013-01-07,NA,2013-01-30,2013-02-19,"",483.25,14,43,2013 Q1,0,1,0,0,1,0,0,0
"1291",90917,"8201368798","0001-0820-8201-200-212150","coroner",2013-01-11,NA,2013-02-14,2013-02-19,"",1009.35,4,39,2013 Q1,1,0,0,0,1,0,0,0
"1292",90918,"2010368901","0001-0200-2010-200-212160","council",2013-02-01,NA,2013-02-04,2013-02-19,"",640,11,18,2013 Q1,0,1,0,1,0,0,0,0
"1293",90919,"2130369357","0001-0210-2130-200-212150","homeland security",2012-12-31,NA,2013-02-15,2013-02-19,"",18,3,50,2013 Q1,1,0,0,0,1,0,0,0
"1294",90920,"8201369311","0001-0820-8201-200-213190","coroner",2013-01-11,NA,2013-02-14,2013-02-19,"",2768.36,4,39,2013 Q1,1,0,0,0,1,0,0,0
"1295",90921,"8201368859","0001-0820-8201-200-212600","coroner",2013-02-04,NA,2013-02-14,2013-02-19,"",6250,4,15,2013 Q1,1,0,0,1,0,0,0,0
"1296",90922,"7001266696","0001-0700-7001-200-213250","nordc",2012-12-05,NA,2013-01-23,2013-02-19,"s & s worldwide inc",17.99,19,76,2013 Q1,0,0,1,0,0,1,0,0
"1297",90923,"6850312532","0001-0685-6850-200-212050","mtcb",2013-01-01,NA,2013-02-08,2013-02-19,"",35,7,49,2013 Q1,1,0,0,0,1,0,0,0
"1298",90924,"2310268803","0001-0230-2310-200-212150","law",2012-08-31,NA,2013-01-31,2013-02-19,"Chehardy Sherman Ellis Murray Recile Griffith Stakelum & Hayes,",6603.75,13,172,2013 Q1,0,1,0,0,0,0,0,1
"1299",90925,"6850212445","0001-0685-6850-200-213250","mtcb",2013-01-31,NA,2013-02-08,2013-02-19,"",216.9,7,19,2013 Q1,1,0,0,1,0,0,0,0
"1300",90926,"7101368546","0001-0710-7101-200-212160","oig",2013-01-01,NA,2013-01-29,2013-02-19,"",26188.64,15,49,2013 Q1,0,0,1,0,1,0,0,0
"1301",90927,"4041266197","0001-0400-4041-200-212150","treasury",2013-01-15,NA,2013-02-15,2013-02-19,"",8268.49,3,35,2013 Q1,1,0,0,0,1,0,0,0
"1302",90928,"8201368794","0001-0820-8201-200-212600","coroner",2013-02-04,NA,2013-02-14,2013-02-19,"",2916,4,15,2013 Q1,1,0,0,1,0,0,0,0
"1303",90929,"6850312517","0001-0685-6850-200-212150","mtcb",2012-12-31,NA,2013-02-08,2013-02-19,"",150,7,50,2013 Q1,1,0,0,0,1,0,0,0
"1304",90931,"5001369131","0001-0500-5002-200-212150","public works",2013-01-28,NA,2013-02-18,2013-02-19,"",1695,2,22,2013 Q1,1,0,0,1,0,0,0,0
"1305",90932,"4031368789","0001-0400-4031-200-212152","revenue",2009-05-31,NA,2013-01-30,2013-02-19,"PRA Government Services LLC, dba RDS",475,14,1360,2013 Q1,0,1,0,0,0,0,0,1
"1306",90933,"7005267841","0001-0700-7005-200-214362","nordc",2012-12-31,NA,2013-02-08,2013-02-19,"",999.5,7,50,2013 Q1,1,0,0,0,1,0,0,0
"1307",90934,"6221268593","0001-0620-6221-200-213130","parks & parkways",2012-12-14,NA,2013-01-31,2013-02-19,"Adrian's Christian Flowers",74.12,13,67,2013 Q1,0,1,0,0,0,1,0,0
"1308",90935,"2740369237","0001-0270-2740-200-212160","police",2013-01-18,NA,2013-02-05,2013-02-19,"",600,10,32,2013 Q1,0,1,0,0,1,0,0,0
"1309",90936,"2020268486","0001-0200-2020-200-212600","council",2013-01-07,NA,2013-01-17,2013-02-19,"",150,22,43,2013 Q1,0,0,1,0,1,0,0,0
"1310",90937,"2740368961","0001-0270-2740-200-212150","police",2013-01-14,NA,2013-02-13,2013-02-19,"",40,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1311",90938,"5001369129","0001-0500-5002-200-212150","public works",2013-02-06,NA,2013-02-08,2013-02-19,"",2002.5,7,13,2013 Q1,1,0,0,1,0,0,0,0
"1312",90939,"7822265087","0242-0750-7613-200-212170","ocd",2012-10-27,NA,2013-01-23,2013-02-19,"Verizon Wireless",720.18,19,115,2013 Q1,0,0,1,0,0,0,1,0
"1313",90940,"7004369268","0001-0700-7004-200-212150","nordc",2013-01-14,NA,2013-02-13,2013-02-19,"",280,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1314",90941,"7101368613","0001-0710-7101-200-212160","oig",2013-02-01,NA,2013-01-31,2013-02-19,"",1679.76,13,18,2013 Q1,0,1,0,1,0,0,0,0
"1315",90942,"2340268589","0001-0230-2340-200-212110","law",2013-01-10,NA,2013-01-30,2013-02-19,"",73,14,40,2013 Q1,0,1,0,0,1,0,0,0
"1316",90943,"6501368788","0001-0650-6501-200-212150","vcc",2013-01-09,NA,2013-01-30,2013-02-19,"",37,14,41,2013 Q1,0,1,0,0,1,0,0,0
"1317",90944,"5001266291","0001-0500-5251-200-212185","public works",2013-01-16,NA,2013-01-24,2013-02-19,"",22389.53,18,34,2013 Q1,0,0,1,0,1,0,0,0
"1318",90945,"4031368733","0001-0400-4031-200-213110","revenue",2013-01-28,NA,2013-01-30,2013-02-19,"",228,14,22,2013 Q1,0,1,0,1,0,0,0,0
"1319",90946,"6301312539","0691-0630-6301-200-212600","library",2013-01-16,NA,2013-02-05,2013-02-19,"",1,10,34,2013 Q1,0,1,0,0,1,0,0,0
"1320",90947,"8201369312","0001-0820-8201-200-212151","coroner",2012-12-31,NA,2013-02-14,2013-02-19,"",1085,4,50,2013 Q1,1,0,0,0,1,0,0,0
"1321",90948,"7004369270","0001-0700-7004-200-212150","nordc",2013-01-14,NA,2013-02-13,2013-02-19,"",280,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1322",90949,"7004369271","0001-0700-7004-200-212150","nordc",2013-01-14,NA,2013-02-13,2013-02-19,"",168,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1323",90950,"7004369267","0001-0700-7004-200-212150","nordc",2013-01-14,NA,2013-02-13,2013-02-19,"",112,5,36,2013 Q1,1,0,0,0,1,0,0,0
"1324",90951,"2130260146","0001-0210-2130-200-212157","homeland security",2012-10-08,NA,2013-02-05,2013-02-19,"Tusa Consulting Services II, LLC",4033.48,10,134,2013 Q1,0,1,0,0,0,0,0,1
